,words,amounts,entropies
1119,due,3424,0.41
3984,destine,176,0.41
4430,99,210,0.41
7835,rehabilitate,77,0.41
7975,prejudge,112,0.41
8266,audacity,42,0.41
8360,justifiably,35,0.41
8521,animosity,42,0.41
13025,adulterate,35,0.41
14791,ovation,35,0.41
15079,sandbæk,70,0.41
17402,sausage,42,0.41
17425,gotthard,35,0.41
18690,bolivian,35,0.41
19554,ottoman,63,0.41
20325,jones,70,0.41
680,proceed,1211,0.409
836,lesson,2430,0.409
7470,shout,183,0.409
1448,sad,1076,0.408
7053,maltese,233,0.408
5829,tail,158,0.407
6345,cleaner,85,0.407
7971,intolerant,78,0.407
2180,advertising,1950,0.406
4674,alarm,398,0.406
5815,shopping,192,0.406
6183,paralysis,232,0.406
10242,heir,64,0.406
549,much,17055,0.405
821,famous,1138,0.405
8492,rio,355,0.405
8971,allude,93,0.405
4944,possession,213,0.404
6067,succession,86,0.404
6662,disappointing,615,0.404
9317,mistakenly,43,0.404
12342,shuttle,43,0.404
16975,pret,43,0.404
809,subvert,36,0.403
4042,downfall,36,0.403
4273,vaunted,36,0.403
4644,shipowner,271,0.403
7038,brave,409,0.403
8191,wine,2261,0.403
11416,timidity,36,0.403
13288,pray,115,0.403
16161,mirage,36,0.403
4252,inaccurate,94,0.402
4785,frankness,65,0.402
8004,bus,1186,0.402
11225,whim,65,0.402
13253,lung,398,0.402
17906,124,65,0.402
5215,attorney,58,0.401
5856,misappropriation,58,0.401
13209,angel,135,0.401
26521,storyteller,58,0.401
438,die,3775,0.4
1312,program,1669,0.4
3321,inactivity,51,0.4
4805,humanist,102,0.4
5728,electricity,2584,0.4
6226,supremacy,102,0.4
18394,psychologist,204,0.4
1207,marine,1380,0.399
1815,approval,3035,0.399
3135,valid,925,0.399
3261,cold,663,0.399
3403,biodiversity,1573,0.399
3605,summarize,138,0.399
3686,disappear,1388,0.399
8010,wheel,395,0.399
10362,nursery,73,0.399
11785,nigerian,300,0.399
11983,schizophrenic,73,0.399
13090,john,935,0.399
4901,trawler,44,0.398
6243,savage,127,0.398
7529,parenting,44,0.398
9314,corrupt,382,0.398
9839,theater,230,0.398
10954,hydrological,66,0.398
15606,predetermine,44,0.398
16246,semen,44,0.398
22574,catania,169,0.398
1699,interact,527,0.397
4325,decade,3396,0.397
6648,landscape,788,0.397
7319,passenger,4367,0.397
10053,limb,103,0.397
985,bureau,1013,0.396
1625,deny,1916,0.396
2015,sense,7213,0.396
3595,invest,3640,0.396
4421,despise,37,0.396
4630,costly,548,0.396
5382,denomination,74,0.396
8463,disillusionment,37,0.396
11666,denktash,74,0.396
11968,sterling,37,0.396
12178,unhrc,37,0.396
13200,swan,37,0.396
14222,nuanced,37,0.396
15572,erm,37,0.396
18864,ayatollah,37,0.396
22526,estemirova,37,0.396
392,fulfil,2823,0.395
5311,dominant,509,0.395
5997,professor,968,0.395
6342,cleansing,211,0.395
7422,reforestation,67,0.395
8722,allay,52,0.395
10770,protector,67,0.395
14580,liver,119,0.395
15168,kerosene,52,0.395
25531,wikileaks,52,0.395
47,by,112420,0.394
1398,improvement,6575,0.394
1951,alarming,880,0.394
3543,girlfriend,82,0.394
4373,10th,149,0.394
5048,naive,225,0.394
10159,ss,82,0.394
3115,com,2040,0.393
12016,trans - atlantic,90,0.393
12309,fertile,90,0.393
13097,untouched,45,0.393
16507,bangladeshi,45,0.393
16728,doping,75,0.393
17986,natalia,45,0.393
19621,pilotage,75,0.393
21928,tec,60,0.393
37,postponement,402,0.392
1243,stare,158,0.392
1794,fund,21761,0.392
2106,round,1988,0.392
4797,unbearable,113,0.392
5207,preach,150,0.392
7780,deceive,211,0.392
10930,vaccination,654,0.392
11382,fat,585,0.392
1649,manufacturer,2129,0.391
3544,starting,621,0.391
3870,revitalisation,68,0.391
6604,maximise,220,0.391
9505,lens,111,0.391
11608,rebel,486,0.391
3585,upper,152,0.39
5187,unjustifiable,144,0.39
7277,imaginative,144,0.39
8941,prayer,106,0.39
602,quite,3367,0.389
1198,realization,38,0.389
1850,foreign,11560,0.389
2510,driver,1611,0.389
2982,sceptical,404,0.389
5259,grandiose,38,0.389
5409,manifestly,61,0.389
7209,pirate,264,0.389
14212,clercq,76,0.389
14492,browser,61,0.389
15397,subset,38,0.389
17950,cherry,38,0.389
23168,cognition,38,0.389
24243,vălean,38,0.389
25482,nedelcheva,38,0.389
26113,ojala,38,0.389
3792,incentive,2401,0.388
4651,backdrop,130,0.388
5492,spectrum,399,0.388
11933,g,367,0.388
16349,baggage,107,0.388
1682,ultimate,115,0.387
3265,atmosphere,873,0.387
4258,dark,761,0.387
7427,inheritance,92,0.387
13979,corn,46,0.387
18382,tim,92,0.387
2184,promotional,54,0.386
3996,exaggerated,131,0.386
5086,tendering,123,0.386
8753,irony,223,0.386
11315,nuance,103,0.386
16513,martyr,54,0.386
960,forever,495,0.385
1739,legislature,317,0.385
2071,running,178,0.385
9863,ariane,93,0.385
12231,cot,85,0.385
195,some,46080,0.384
1586,wide,1574,0.384
3190,equivalent,1136,0.384
7488,nord,164,0.384
3903,inescapable,39,0.383
7073,particularity,39,0.383
7459,bombard,78,0.383
7816,reformulate,39,0.383
8665,criminalize,39,0.383
8772,bullet,104,0.383
14672,mic,39,0.383
22203,pear,39,0.383
7148,charming,47,0.382
8304,overstate,47,0.382
13967,manders,94,0.382
1445,scandalous,565,0.381
4605,credible,1421,0.381
4923,7th,55,0.381
5019,assimilate,63,0.381
5025,enumerate,63,0.381
6895,wildlife,63,0.381
9293,orally,63,0.381
12091,multiculturalism,55,0.381
12750,transporter,55,0.381
14885,quarterly,118,0.381
19998,compass,55,0.381
25635,iphone,181,0.381
1114,greatest,2583,0.38
4988,entitle,474,0.38
6376,trample,168,0.38
6870,duplication,331,0.38
7291,neighbourhood,1816,0.38
8058,ethic,553,0.38
14677,230,79,0.38
2875,mixture,278,0.379
8619,sweet,205,0.379
1169,poorly,263,0.378
2735,unless,1613,0.378
6874,crew,430,0.378
14596,subcommittee,279,0.378
2249,light,5679,0.377
2417,border,10546,0.377
4422,indifferent,294,0.377
5176,ramp,48,0.377
5315,predominate,40,0.377
6269,specialization,40,0.377
6956,lover,72,0.377
6976,sank,48,0.377
7274,misl,56,0.377
8254,bathing,208,0.377
8575,antónio,48,0.377
8740,focal,40,0.377
9534,ingenuity,72,0.377
10014,transformative,72,0.377
10914,cabin,152,0.377
14053,potato,96,0.377
15546,tokyo,88,0.377
17641,750,104,0.377
18080,malawi,64,0.377
20201,canning,40,0.377
24682,supercomputer,40,0.377
557,difficult,13478,0.376
882,statement,10211,0.376
2228,helpful,753,0.376
3352,vary,751,0.376
4175,behavior,1101,0.376
4859,religion,2360,0.376
5760,engineer,597,0.376
6700,populate,306,0.376
2327,studio,218,0.375
5450,predictability,138,0.375
7276,incitement,193,0.375
8483,proclaim,322,0.375
9851,censure,604,0.375
10661,anti - european,129,0.375
6,of,1462188,0.374
1555,signal,3657,0.374
3769,fruitful,543,0.374
13389,taxi,81,0.374
2082,resolve,5421,0.373
6039,emit,301,0.373
7649,proximity,244,0.373
15860,addictive,73,0.373
16008,pristina,73,0.373
23236,orleans,73,0.373
4552,resistant,223,0.372
6533,delor,169,0.372
7718,tibet,1081,0.372
7725,himalaya,49,0.372
9762,mitrovica,49,0.372
12639,aquaculture,441,0.372
13573,translator,114,0.372
15846,multidimensional,57,0.372
26926,beatboxing,49,0.372
2117,epp,285,0.371
2635,hollow,41,0.371
3806,distribution,2654,0.371
4318,tragic,1579,0.371
6170,underly,41,0.371
6992,misery,361,0.371
10241,successor,360,0.371
10414,brilliant,410,0.371
10903,scrapie,41,0.371
20353,martial,41,0.371
22073,dragon,82,0.371
1619,irresponsible,832,0.37
1840,rapid,2920,0.37
3527,hidden,183,0.37
3545,opening,1918,0.37
4628,cortex,196,0.37
5312,predominant,74,0.37
6683,admission,336,0.37
11550,mongolia,115,0.37
13851,robles,74,0.37
15886,leon,205,0.37
936,conformity,314,0.369
7751,infinitely,99,0.369
12779,prostitute,124,0.369
1463,addition,4249,0.368
2268,terribly,83,0.368
4044,25,4499,0.368
4288,deprive,472,0.368
5959,odious,58,0.368
6904,photo,657,0.368
14085,paulo,58,0.368
17196,belarus,2995,0.368
17900,trailer,58,0.368
604,perfectly,1526,0.367
1585,broad,3306,0.367
5821,mathematics,292,0.367
7847,hygiene,391,0.367
10583,innumerable,100,0.367
13565,solitary,50,0.367
19082,saxony,50,0.367
4751,statistical,1019,0.366
7907,tongue,293,0.366
381,guard,422,0.365
1150,expressly,562,0.365
1362,committee,50515,0.365
3288,permission,563,0.365
5531,dossier,1024,0.365
12567,lender,42,0.365
362,place,16082,0.364
5715,horror,464,0.364
5863,'60,59,0.364
7829,kazakhstan,380,0.364
9939,incineration,328,0.364
14896,retaliation,76,0.364
2824,partially,398,0.363
4761,insignificant,177,0.363
6073,fabric,415,0.363
16722,jöns,144,0.363
4380,regressive,51,0.362
4554,reticent,51,0.362
6180,alley,51,0.362
7071,individuality,68,0.362
11545,faithfully,68,0.362
13923,shale,51,0.362
15966,titanic,85,0.362
23391,ecdc,51,0.362
25844,malerba,51,0.362
300,minute,5666,0.361
1026,defend,4664,0.361
7111,institute,1579,0.361
7494,reintroduce,145,0.361
8916,minority,6441,0.361
9383,franz,77,0.361
10378,communicable,124,0.361
11560,slave,209,0.361
17502,dvd,94,0.361
1571,decide,10963,0.36
4019,secondary,566,0.36
4111,updating,146,0.36
8009,göteborg,60,0.36
8834,wisdom,475,0.36
9120,350,270,0.36
11428,fertiliser,137,0.36
12028,neutralise,60,0.36
1536,recognise,7041,0.359
2175,seven,3319,0.359
4341,roundly,43,0.359
5471,treasure,170,0.359
6817,premise,379,0.359
9867,lean,43,0.359
10377,transferable,43,0.359
10644,dell'alba,201,0.359
11963,orwellian,43,0.359
12297,microbial,86,0.359
13697,millionaire,43,0.359
14884,torturer,43,0.359
18198,herring,43,0.359
18591,castle,86,0.359
1707,part,28673,0.358
1975,reintroduction,78,0.358
3154,uniformity,171,0.358
3788,center,1215,0.358
7354,200,1593,0.358
9396,alpine,199,0.358
13146,educator,104,0.358
1613,communicate,1225,0.357
6865,drama,270,0.357
8762,wounded,181,0.357
866,or,107220,0.356
1923,means,7222,0.356
14431,bull,61,0.356
23237,katrina,61,0.356
73,should,77362,0.355
930,nevertheless,395,0.355
1144,exactly,3995,0.355
3474,distance,1557,0.355
3887,paperwork,79,0.355
6597,persist,391,0.355
12280,moldova,1279,0.355
14099,saga,70,0.355
14979,plausible,70,0.355
14987,tehran,193,0.355
1471,academy,141,0.354
2291,additional,4209,0.354
4853,founder,259,0.354
5168,supposedly,249,0.354
5900,nine,1767,0.354
9718,inclination,44,0.354
18779,posei,88,0.354
19686,qaeda,194,0.354
20456,mouse,314,0.354
1157,exclusively,1098,0.353
4625,mm,62,0.353
6249,wild,53,0.353
13991,batch,62,0.353
18995,printer,139,0.353
1454,myself,1189,0.352
3220,transparent,3699,0.352
3333,outlook,253,0.352
7117,cling,80,0.352
10459,interconnected,142,0.352
10666,architectural,160,0.352
11011,descendant,133,0.352
16207,sarlis,80,0.352
74,want,45417,0.351
3147,culmination,116,0.351
7306,deduction,89,0.351
7458,bomb,1042,0.351
8677,barbarity,134,0.351
9348,20th,482,0.351
12203,marques,116,0.351
1082,also,127194,0.35
2519,less,12703,0.35
7085,christmas,592,0.35
7688,balkan,2148,0.35
9732,cousin,152,0.35
507,otherwise,1703,0.349
1565,unease,54,0.349
3860,consciousness,404,0.349
4740,occasionally,99,0.349
5281,'80,54,0.349
8393,professionalism,180,0.349
11295,parody,45,0.349
11409,tenth,306,0.349
13162,ottawa,207,0.349
14042,coercive,81,0.349
15246,bhutan,54,0.349
15869,skull,63,0.349
18348,foie,45,0.349
22893,canoe,45,0.349
22920,ayala,81,0.349
1238,joy,516,0.348
2627,fulfilment,253,0.348
6843,beach,425,0.348
7031,barrel,233,0.348
13411,hezbollah,201,0.348
542,reconciliation,1327,0.347
763,goal,7778,0.347
796,court,14158,0.347
5066,27,3113,0.347
5508,susceptible,127,0.347
6642,curiously,100,0.347
8421,conspiracy,119,0.347
10745,hotel,474,0.347
11938,economist,518,0.347
18109,neves,154,0.347
3228,20,6393,0.346
4274,announce,2628,0.346
9975,cheaper,146,0.346
14833,intergenerational,73,0.346
4717,stalemate,64,0.345
16557,vilvoorde,64,0.345
21803,anthropologist,64,0.345
9,meeting,10273,0.344
1240,expect,7761,0.344
3817,overcome,2632,0.344
3909,budget,26774,0.344
7072,peculiar,132,0.344
8411,allegiance,46,0.344
8555,pathetic,92,0.344
9344,profess,46,0.344
9937,preferred,46,0.344
12320,culminate,155,0.344
14061,euromediterranean,46,0.344
14361,allergic,46,0.344
15731,blackout,46,0.344
1217,explore,1026,0.343
3415,detail,4110,0.343
5125,banking,1171,0.343
5202,apparently,562,0.343
7758,literature,350,0.343
8428,israeli,2164,0.343
9039,james,332,0.343
9273,idealistic,74,0.343
9879,hostage,545,0.343
15961,poignant,74,0.343
911,execute,483,0.342
1972,regain,389,0.342
3928,director,1420,0.342
5224,asia,2424,0.342
6645,urbanisation,65,0.342
8693,abundant,102,0.342
17784,gabon,65,0.342
12622,biologist,205,0.341
13508,throat,93,0.341
17500,click,229,0.341
2020,determined,766,0.34
8216,unworthy,56,0.34
9143,protester,131,0.34
11914,christopher,84,0.34
14275,shield,122,0.34
917,france,4131,0.339
1192,result,21528,0.339
2145,moderate,546,0.339
3212,ascribe,47,0.339
8498,exterminate,47,0.339
10276,sen,75,0.339
14925,bourgeois,47,0.339
16289,ipcc,122,0.339
18535,ecj,75,0.339
18836,comoro,47,0.339
123,see,36274,0.338
2451,date,4249,0.338
5111,arrival,405,0.338
6478,peter,295,0.338
7169,fever,198,0.338
11057,receiver,66,0.338
13358,widow,66,0.338
18650,lane,85,0.338
25415,ipad,66,0.338
1225,analyse,1509,0.337
3899,displace,700,0.337
8076,garden,342,0.337
2179,poet,335,0.336
4434,overseas,57,0.336
4746,pocket,409,0.336
4980,violation,3758,0.336
6975,trash,95,0.336
7861,pessimistic,181,0.336
7984,'70,57,0.336
8763,injured,76,0.336
11847,contingency,57,0.336
16035,digitize,57,0.336
1210,grounds,727,0.335
1369,ceasefire,224,0.335
1542,confuse,521,0.335
9969,garbage,67,0.335
14027,icao,212,0.335
19285,metabolic,67,0.335
445,murdering,48,0.334
2413,threshold,1093,0.334
9176,reinvest,48,0.334
9510,hormone,539,0.334
10283,beet,144,0.334
416,press,3712,0.333
811,lawfully,58,0.333
2102,rationale,106,0.333
2234,registry,116,0.333
3723,indispensable,734,0.333
4592,criticism,3490,0.333
8799,awkward,87,0.333
8896,abominable,58,0.333
9868,tip,203,0.333
11390,sudanese,318,0.333
12262,anti - terrorism,106,0.333
17515,linear,116,0.333
21003,ak,58,0.333
128,do,68065,0.332
1891,contribute,7405,0.332
2320,tourism,3563,0.332
4959,opt,654,0.332
6553,sponsorship,97,0.332
9207,birthday,271,0.332
308,hour,5958,0.331
903,alas,68,0.331
1944,auditor,3095,0.331
3912,pattern,1120,0.331
6030,giant,486,0.331
10464,edf,341,0.331
14595,sub - committee,68,0.331
2398,prospect,2906,0.33
3573,cult,88,0.33
3645,desperation,127,0.33
3939,weak,1328,0.33
4157,amply,49,0.33
5886,taiwan,851,0.33
6750,turbulence,165,0.33
7867,mitigation,147,0.33
8832,portray,49,0.33
9027,provocation,342,0.33
666,directory,167,0.329
2073,accountable,319,0.329
3648,hopeless,59,0.329
6340,cleaning,118,0.329
21293,lula,59,0.329
484,respective,837,0.328
1474,academics,138,0.328
1712,five,9308,0.328
2328,prerequisite,622,0.328
15271,pants,69,0.328
15628,stoa,89,0.328
15944,d'estaing,178,0.328
8747,lethal,119,0.327
10135,consciously,99,0.327
12313,308,119,0.327
534,quest,310,0.326
2041,celebrate,908,0.326
3651,omission,307,0.326
481,timely,934,0.325
3988,gamer,50,0.325
4737,characterize,140,0.325
5763,formidable,90,0.325
6189,launching,70,0.325
8202,breast,506,0.325
8925,conditionality,246,0.325
15644,ljubljana,60,0.325
17768,malcolm,80,0.325
517,invite,2349,0.324
8651,pupil,211,0.324
2931,challenging,121,0.323
3840,headline,320,0.323
7932,petitioner,156,0.323
11249,sun,1068,0.323
633,stuff,982,0.322
4494,uncontrollable,71,0.322
7968,repressive,556,0.322
11844,unexpected,223,0.322
12410,uncle,132,0.322
12963,brain,4216,0.322
13674,gsm,81,0.322
16824,papua,162,0.322
310,silence,1210,0.321
1083,access,15541,0.321
3919,interpret,520,0.321
5876,survive,1310,0.321
6867,durable,112,0.321
15665,l,61,0.321
17396,grandchild,112,0.321
6370,embryonic,164,0.32
7583,bovine,143,0.32
7959,roman,276,0.32
8928,outbreak,676,0.32
10075,insecure,123,0.32
730,introduction,4060,0.319
834,opposed,821,0.319
1456,verification,519,0.319
1538,recognize,1860,0.319
3107,approximation,298,0.319
4455,motto,266,0.319
6048,rouge,72,0.319
8650,student,3867,0.319
8781,architect,522,0.319
9487,arbitrary,717,0.319
2096,shortage,776,0.318
2431,read,4953,0.318
7499,earthquake,733,0.318
12532,queen,307,0.318
20914,microfinance,134,0.318
22633,papastamkos,93,0.318
505,other,80964,0.317
2436,satisfying,83,0.317
4145,heartening,52,0.317
8482,unifil,52,0.317
9010,hindu,52,0.317
15043,soviet,156,0.317
23941,ifrs,52,0.317
560,complex,3971,0.316
1389,teaching,490,0.316
2235,perseverance,175,0.316
3915,personally,2842,0.316
1833,fifteen,1318,0.315
3334,beneficial,986,0.315
6982,symbolic,742,0.315
15880,journalism,157,0.315
581,fair,3606,0.314
1848,beyond,3545,0.314
5648,discretionary,105,0.314
8851,chorus,63,0.314
8969,zealand,232,0.314
12657,tuna,625,0.314
14010,disapproval,63,0.314
16082,solomon,84,0.314
18918,philadelphia,105,0.314
3027,cooperation,29660,0.313
3223,low,4488,0.313
4501,emigrate,148,0.313
5914,auto,74,0.313
9183,re - use,95,0.313
19693,autistic,74,0.313
2186,announcement,764,0.312
6657,shirk,85,0.312
8873,exploration,297,0.312
11318,wipo,53,0.312
2892,competitive,4395,0.311
4351,illuminate,64,0.311
5369,propagate,64,0.311
6560,win,1891,0.311
11439,compact,64,0.311
12161,chechen,299,0.311
16702,decibel,64,0.311
17389,sexy,64,0.311
19188,bioenergy,64,0.311
25138,macro - regional,64,0.311
3355,unlike,665,0.31
5924,graduation,75,0.31
10728,obstruction,75,0.31
437,death,6763,0.309
659,multi - annual,258,0.309
5455,protectionist,323,0.309
7070,distinctive,97,0.309
7364,timber,527,0.309
13031,graph,235,0.309
26522,narrator,86,0.309
1505,argument,3846,0.308
2550,rebuilt,54,0.308
3993,opposing,65,0.308
6439,interrogate,54,0.308
6726,generalisation,54,0.308
6950,frustrating,173,0.308
8321,heating,357,0.308
10633,democratize,54,0.308
15189,wallis,335,0.308
16087,dover,108,0.308
16232,carer,206,0.308
19069,hama,659,0.308
20109,iasb,65,0.308
22929,benghazi,54,0.308
23327,larry,54,0.308
1001,responsibility,18322,0.307
1306,receive,8908,0.307
3588,evolve,740,0.307
8960,maría,98,0.307
12863,fundamentalism,521,0.307
14531,senegalese,76,0.307
18420,biocide,98,0.307
19882,computation,76,0.307
20573,belarussian,98,0.307
1534,confession,120,0.306
3268,resist,546,0.306
4702,mother,3017,0.306
5961,packet,120,0.306
6474,varela,196,0.306
6939,turkish,2824,0.306
16294,emas,153,0.306
1212,wonder,3057,0.305
2529,live,10623,0.305
4523,centralised,55,0.305
5156,bitter,155,0.305
5434,abnormal,77,0.305
5552,exhaustion,110,0.305
7259,laundering,527,0.305
9536,leinen,296,0.305
9812,tirelessly,66,0.305
10041,nineteenth,77,0.305
15420,benign,55,0.305
19520,cruise,55,0.305
2440,chemical,2162,0.304
2962,soil,1192,0.304
11138,habitat,254,0.304
11556,star,1234,0.304
12015,transatlantic,1889,0.304
949,line,6728,0.303
8232,grey,200,0.303
10589,biotechnology,809,0.303
4122,lifelong,78,0.302
6065,queue,78,0.302
6635,rope,89,0.302
7411,copying,67,0.302
8249,swim,157,0.302
8500,jewish,402,0.302
10358,adaptable,78,0.302
13740,mercenary,78,0.302
15525,robin,67,0.302
16070,vein,67,0.302
16917,portrait,145,0.302
24987,baseball,67,0.302
3183,erase,112,0.301
5723,faithful,179,0.301
8372,goodwill,56,0.301
8855,undisputed,56,0.301
10079,arrow,56,0.301
10132,hysterical,56,0.301
13409,inuit,56,0.301
16799,laos,185,0.301
18489,csdp,56,0.301
6864,tragedy,2290,0.3
10795,j,90,0.3
13569,divorce,348,0.3
306,moment,9452,0.299
605,absolute,1654,0.299
1796,money,14311,0.299
2345,training,7563,0.299
4062,inclusion,2417,0.299
5101,contemplate,158,0.299
7595,science,3990,0.299
774,affirm,340,0.298
830,oppose,2095,0.298
3134,validity,386,0.298
11807,miranda,159,0.298
16369,pedestrian,306,0.298
16488,piétrasanta,68,0.298
21794,programmer,102,0.298
1316,expectation,2538,0.297
2241,album,80,0.297
3329,anyway,194,0.297
3408,non - existent,137,0.297
7090,ngos,331,0.297
8551,helplessness,57,0.297
8712,nasty,57,0.297
12927,ritual,262,0.297
13419,patriot,57,0.297
15799,spelling,57,0.297
23409,enpi,57,0.297
632,thing,22557,0.296
3795,creator,306,0.296
9411,historian,218,0.296
9622,darkness,203,0.296
15832,porto,149,0.296
662,management,10164,0.295
1629,unstable,345,0.295
2360,plane,748,0.295
2403,workforce,207,0.295
5644,tactic,427,0.295
6590,addicted,69,0.295
9401,macau,69,0.295
9475,swear,69,0.295
13839,re - election,69,0.295
1173,untrue,58,0.294
5261,devastation,163,0.294
5405,reorientation,58,0.294
11791,marathon,116,0.294
12691,blindly,58,0.294
12845,amplify,81,0.294
15604,massachusetts,81,0.294
16047,improvisation,58,0.294
17669,congolese,197,0.294
20599,epa,174,0.294
22749,çiller,58,0.294
1632,risk,15663,0.293
1838,brief,1755,0.293
4095,periphery,151,0.293
4167,amsterdam,3351,0.293
4230,prudent,291,0.293
5130,markete,163,0.293
6081,disparate,70,0.293
6262,hierarchy,357,0.293
8944,co - existence,93,0.293
19028,photographer,163,0.293
5976,sand,490,0.292
7484,heterogeneous,82,0.292
15331,multilingualism,375,0.292
5951,movie,859,0.291
7805,gender,4036,0.291
9406,superiority,106,0.291
12282,troika,553,0.291
1767,inaugural,59,0.29
1995,pretext,1052,0.29
2446,rating,715,0.29
3668,agriculture,8230,0.29
4734,disability,1734,0.29
7253,emotional,685,0.29
7937,98,236,0.29
8176,trauma,301,0.29
9368,lion,208,0.29
11025,protein,935,0.29
12012,cloud,374,0.29
13773,rack,59,0.29
15306,interval,71,0.29
22434,poznań,59,0.29
743,response,9608,0.289
919,today,39088,0.289
2058,factor,5598,0.289
4794,nogueira,83,0.289
5569,archive,238,0.289
9650,leap,357,0.289
11808,informative,83,0.289
13431,habsburg,178,0.289
13793,álvarez,119,0.289
875,previous,5824,0.288
2637,black,3153,0.288
3086,pend,215,0.288
3910,deployment,396,0.288
3997,exaggerate,143,0.288
10098,monster,241,0.288
10509,anna,251,0.288
18104,innovate,179,0.288
1926,media,6257,0.287
7098,rotterdam,153,0.287
7256,emotive,60,0.287
7504,inflexible,180,0.287
9855,mouskouri,72,0.287
9897,kindly,72,0.287
10928,powder,60,0.287
11661,alvaro,108,0.287
12196,bloody,245,0.287
13809,refrigeration,60,0.287
16982,garriga,180,0.287
17088,poetic,60,0.287
19585,260,60,0.287
3040,almost,7305,0.286
3069,sensitivity,796,0.286
3089,concept,4977,0.286
5630,comparative,374,0.286
11678,130,352,0.286
1870,smart,872,0.285
3633,exclusion,1895,0.285
14817,thessaloniki,291,0.285
115,thus,2374,0.284
846,pure,462,0.284
2391,structure,7794,0.284
3435,uniform,1449,0.284
5794,amicable,61,0.284
7328,cyprus,1312,0.284
9078,basel,279,0.284
9331,spectacle,146,0.284
10335,deprivation,85,0.284
10374,mare,85,0.284
11015,synthesize,61,0.284
22901,mari,85,0.284
2226,useful,3969,0.283
3126,commence,110,0.283
3240,lab,905,0.283
5556,fatigue,98,0.283
6138,wheelchair,172,0.282
11700,honey,382,0.282
14360,allergy,221,0.282
347,temporary,2175,0.281
2752,least,12279,0.281
8530,egyptian,407,0.281
612,opinion,16704,0.28
1692,110,310,0.28
2690,four,9511,0.28
3307,irritation,62,0.28
5668,machine,1991,0.28
6261,hierarchical,62,0.28
7132,surface,1344,0.28
10037,invent,782,0.28
11895,glory,87,0.28
12156,andrei,62,0.28
12820,unconstitutional,62,0.28
16852,opec,87,0.28
22791,tsunami,459,0.28
0,resumption,440,0.279
2201,plan,15955,0.279
5565,accreditation,100,0.279
8331,evaporate,75,0.279
9150,symbolise,150,0.279
9840,pioneer,275,0.279
701,six,7017,0.278
1837,briefly,2005,0.278
5020,digest,88,0.278
7156,residue,239,0.278
8323,coordinator,779,0.278
22424,matsakis,88,0.278
2921,rigorous,872,0.277
3747,seventeen,63,0.277
5105,asset,844,0.277
5189,unjustified,367,0.277
10956,hydroelectric,63,0.277
12670,auction,227,0.277
2000,document,10535,0.276
5005,quantitative,507,0.276
5077,compatible,1219,0.276
5230,optimism,583,0.276
7089,ngo,1645,0.276
7521,lightly,114,0.276
7715,troops,1256,0.276
7719,tibetan,254,0.276
14754,ababa,76,0.276
15776,asbestos,292,0.276
17387,bulb,76,0.276
17890,unilateralism,127,0.276
745,attain,293,0.275
4070,dedicate,153,0.275
5103,active,4782,0.275
7660,insolvency,166,0.275
12858,desama,102,0.275
1826,explain,5273,0.274
6612,microm-entity,77,0.274
16442,lewis,64,0.274
2576,circulation,668,0.273
3287,deliberation,581,0.273
3720,etc .,129,0.273
5231,optimistic,785,0.273
8840,degenerate,103,0.273
9336,propaganda,761,0.273
10253,65,566,0.273
10746,hospitality,90,0.273
10832,technocratic,103,0.273
252,debate,46825,0.272
1677,development,45165,0.272
3973,evaluation,3595,0.272
287,doubt,6671,0.271
3285,40,2677,0.271
8110,nepotism,78,0.271
10807,impoverishment,91,0.271
14578,kidney,130,0.271
1716,reform,17357,0.27
3075,kilo,170,0.27
7050,commonly,118,0.27
8023,activate,341,0.27
18763,polio,118,0.27
1937,tolerate,730,0.269
2883,possibly,814,0.269
2967,react,1615,0.269
3017,third,17764,0.269
4079,urban,2309,0.269
4216,midland,79,0.269
5414,laborious,79,0.269
6329,redundancy,473,0.269
7842,reorganisation,145,0.269
9916,tangible,988,0.269
10181,dogmatic,145,0.269
10605,magnet,92,0.269
12850,claude,79,0.269
18833,luther,92,0.269
1133,resort,477,0.268
2770,truck,384,0.268
4490,chip,268,0.268
5181,latin,1347,0.268
5875,survival,993,0.268
6757,interestingly,106,0.268
12200,bloodshed,66,0.268
13471,160,159,0.268
20261,isaf,66,0.268
2765,remuneration,372,0.267
3416,detailed,2156,0.267
10042,19th,93,0.267
596,might,8491,0.266
1299,anywhere,481,0.266
2885,potentially,695,0.266
3387,dwell,80,0.266
6220,mcintosh,80,0.266
11654,cushnahan,107,0.266
12199,blood,1719,0.266
13653,mai,147,0.266
15850,majesty,80,0.266
22263,kuneva,107,0.266
1611,envoy,372,0.265
2522,fewer,1371,0.265
2838,autonomous,605,0.265
7249,postal,1090,0.265
9645,onesta,67,0.265
12437,outgoing,67,0.265
14167,geothermal,67,0.265
14675,co - rapporteur,67,0.265
3541,friend,5734,0.264
4658,learn,5778,0.264
5096,uncomfortable,254,0.264
6134,occupation,1081,0.264
7251,mail,229,0.264
7611,airport,2771,0.264
9152,caribbean,620,0.264
16726,basketball,81,0.264
546,many,41988,0.263
1457,controls,3170,0.263
3197,taking,95,0.263
7041,refuge,272,0.263
7286,door,2218,0.263
10473,categorical,68,0.263
11159,physic,245,0.263
12579,katiforis,217,0.263
22322,vibrate,68,0.263
2509,ignorance,410,0.262
7877,variation,396,0.262
8279,intransigence,109,0.262
8459,lebanese,368,0.262
