,words,amounts,entropies
13831,nail,25,0.653
1461,reply,2624,0.652
2121,construe,14,0.652
2464,resultant,14,0.652
2688,specialize,28,0.652
2765,shine,14,0.652
2832,consignment,14,0.652
4046,pointer,14,0.652
4651,energetically,14,0.652
6372,frightened,14,0.652
6737,demonstrably,14,0.652
7009,evict,14,0.652
7270,ovation,14,0.652
7711,clich,14,0.652
8096,imbue,14,0.652
9170,obscene,14,0.652
9283,visitor,291,0.652
9957,heterosexual,14,0.652
10577,unreliable,42,0.652
11876,tokyo,56,0.652
12070,initiator,14,0.652
12205,indebt,14,0.652
13291,tudjman,14,0.652
13596,momentous,14,0.652
13649,epizootic,14,0.652
13973,premeditated,14,0.652
14182,bové,14,0.652
14194,zairean,14,0.652
14475,teresa,28,0.652
14613,chainsaw,14,0.652
16412,initialling,14,0.652
17047,de - institutionalisation,14,0.652
17650,mif,14,0.652
17804,sârbu,28,0.652
19626,nonlethal,14,0.652
1542,socialists,351,0.651
2853,purchase,459,0.651
4350,shrink,75,0.651
4445,exposed,45,0.651
7785,irresponsibly,45,0.651
8093,managerial,45,0.651
453,none,631,0.65
2274,widene,48,0.65
4613,america,1889,0.65
5759,lecturer,31,0.65
6318,paradise,31,0.65
8911,belgrade,91,0.65
9392,bet,48,0.65
10814,alzheimer,379,0.65
14616,multiculturalism,31,0.65
2522,pit,17,0.649
2679,cede,17,0.649
2902,devolve,17,0.649
3282,stamina,17,0.649
3661,carelessness,17,0.649
4206,commit,889,0.649
4675,appropriateness,34,0.649
4810,condone,17,0.649
4929,resurrect,17,0.649
5844,vulnerable,541,0.649
6040,cohabitation,17,0.649
6096,albania,1006,0.649
6386,fashionable,17,0.649
7019,scapegoat,17,0.649
7067,billing,17,0.649
7963,over - fishing,17,0.649
8597,baltic,1498,0.649
8847,inflexibility,17,0.649
10228,decontamination,17,0.649
10962,spray,17,0.649
11073,undernourished,17,0.649
11336,11 . 25,17,0.649
11666,adam smith,17,0.649
14275,11 . 15,17,0.649
14335,boris,17,0.649
14629,uzbek,17,0.649
15122,xinjiang,34,0.649
17461,post - traumatic,17,0.649
17719,phoenix,17,0.649
18329,dreyfus,17,0.649
18453,butler,17,0.649
301,practical,2052,0.648
920,enforcement,265,0.648
1977,sensible,875,0.648
5003,embarrassment,37,0.648
10407,caucasus,492,0.648
4634,fear,3037,0.647
5083,heavier,20,0.647
5365,ecologically,106,0.647
5841,subtle,20,0.647
6811,impatient,20,0.647
7185,introvert,20,0.647
7764,hainaut,20,0.647
7794,gatt,133,0.647
9001,pawn,20,0.647
9268,pentagon,20,0.647
12060,nld,20,0.647
14123,toddler,20,0.647
14360,westphalia,20,0.647
15292,60th,40,0.647
54,cannot,21739,0.646
1687,origin,2369,0.646
2568,mourn,49,0.646
2814,30,3266,0.646
3111,walk,431,0.646
3884,blocking,23,0.646
5130,abusive,54,0.646
6735,feminine,23,0.646
10216,abattoir,23,0.646
10246,thermal,23,0.646
10830,stuttgart,23,0.646
11355,degressive,23,0.646
12828,wrap,23,0.646
16298,scout,23,0.646
16701,columbus,23,0.646
17529,shale,23,0.646
18605,efsf,23,0.646
339,very,42579,0.645
1611,organisation,7765,0.645
2550,county,164,0.645
7038,harmoniously,26,0.645
7134,cork,78,0.645
7633,gigantic,52,0.645
11573,dybkjær,52,0.645
11625,spectator,26,0.645
12954,asphalt,26,0.645
13521,muhammad,26,0.645
15859,cabotage,55,0.645
3685,supervisory,707,0.644
4401,setback,29,0.644
5370,silly,58,0.644
2179,custody,32,0.643
2653,clash,259,0.643
3175,ambiguity,207,0.643
4369,reclaim,32,0.643
5623,answerable,32,0.643
6376,grievance,32,0.643
6626,bow,32,0.643
6870,conceive,35,0.643
8593,98,96,0.643
16324,ibm,32,0.643
3496,underlying,282,0.642
4372,directory,38,0.642
6352,library,474,0.642
7167,narcotics,79,0.642
9738,queiró,38,0.642
11069,senegal,85,0.642
12400,ottawa,120,0.642
12460,temelin,38,0.642
15853,comoro,41,0.642
2336,responsibly,182,0.641
3739,quarter,303,0.641
10719,extraterritorial,56,0.641
11623,josé,213,0.641
15028,patrick,47,0.641
2340,intensively,137,0.64
4277,insurance,857,0.64
4504,modernize,65,0.64
5338,february,1534,0.64
5806,plus,310,0.64
7311,shipping,71,0.64
7493,petrol,74,0.64
9415,cyclone,74,0.64
2047,calculate,555,0.639
3959,staffing,107,0.639
6663,seller,77,0.639
4261,elect,1793,0.638
4756,american,1830,0.638
7083,pinochet,128,0.638
7092,60,1529,0.638
9054,jungle,122,0.638
996,consist,321,0.637
1104,persistently,15,0.637
1449,spaniards,27,0.637
1868,dismiss,108,0.637
2031,phasing,18,0.637
2122,perceptible,15,0.637
2530,dispel,63,0.637
2576,imprint,15,0.637
2793,investigation,1669,0.637
2958,undivided,15,0.637
4060,belatedly,18,0.637
4088,lawsuit,18,0.637
4366,entitlement,15,0.637
4623,insularity,15,0.637
4900,resurrection,15,0.637
5247,licensing,111,0.637
5461,beam,15,0.637
5628,leftover,15,0.637
5757,reorganize,18,0.637
5816,commonly,33,0.637
5886,d,135,0.637
6003,financier,15,0.637
6155,charcoal,15,0.637
6606,laborious,18,0.637
6656,visualize,21,0.637
6804,empowerment,57,0.637
6833,bleak,18,0.637
6996,réunion,18,0.637
7018,teenage,21,0.637
7384,homogenous,33,0.637
7503,biotech,33,0.637
7977,unchanged,157,0.637
8000,clinically,21,0.637
8249,torment,15,0.637
8286,re - evaluate,15,0.637
8553,butter,57,0.637
8660,platitude,15,0.637
8698,infinity,15,0.637
8730,alas,18,0.637
9033,oddly,18,0.637
9040,conciliatory,21,0.637
9560,healing,24,0.637
9577,cyberspace,21,0.637
9620,acre,36,0.637
9758,cloth,18,0.637
9864,spraying,24,0.637
9874,flora,15,0.637
9939,circumcision,18,0.637
10414,studio,30,0.637
10512,colonize,15,0.637
10644,circumvention,24,0.637
10725,melting,24,0.637
10781,lincoln,30,0.637
10822,creep,18,0.637
10832,2 000,21,0.637
10833,suburb,51,0.637
11028,fridge,42,0.637
11046,unsolved,36,0.637
11458,cheer,21,0.637
11819,f,39,0.637
11970,co - rapporteur,39,0.637
12059,heinrich,15,0.637
12155,andré,15,0.637
12161,cigar,15,0.637
12224,windmill,27,0.637
12226,wishful,21,0.637
12512,theologian,15,0.637
12521,lenient,24,0.637
12779,overflight,21,0.637
12845,sharm,18,0.637
13039,pastrana,63,0.637
13087,ladder,27,0.637
13209,marin,15,0.637
13321,sheikh,21,0.637
13462,expropriate,15,0.637
13498,depleted,36,0.637
13657,bleed,21,0.637
13730,glove,27,0.637
13992,ifi,21,0.637
14189,oestradiol,15,0.637
14438,valéry,21,0.637
14458,sock,27,0.637
14502,foam,15,0.637
14626,shah,15,0.637
14926,chlorinate,15,0.637
14942,bob,36,0.637
15229,jaguar,18,0.637
15406,cooper,18,0.637
15447,sochi,15,0.637
16218,ipa,21,0.637
16741,andrikienė,30,0.637
17328,upload,33,0.637
17553,eaw,27,0.637
17746,pigeon,15,0.637
17802,wasp,18,0.637
18054,owen,15,0.637
19265,giussani,21,0.637
3444,coherence,731,0.636
5993,draftsman,580,0.636
726,contain,3830,0.635
1377,basically,989,0.635
1562,obviously,3278,0.635
11404,dalai,232,0.635
4051,easier,1226,0.634
4622,nut,112,0.634
4749,punish,584,0.634
5165,bse,502,0.634
6633,speculative,90,0.634
9908,martínez,85,0.634
11398,boy,456,0.634
798,partnership,4441,0.633
1025,maintain,4189,0.633
2737,nature,4050,0.633
3160,useless,111,0.633
3289,harsh,238,0.633
4321,comfortable,70,0.633
11763,honey,157,0.633
320,plea,141,0.632
1834,qualify,49,0.632
5873,lawyer,585,0.632
7779,faction,58,0.632
1085,implication,1057,0.631
3159,unnecessary,684,0.631
3598,survive,704,0.631
7013,imprisonment,238,0.631
12092,betray,40,0.631
15698,poznań,43,0.631
183,incapable,194,0.63
3274,freezing,115,0.63
4267,accountancy,34,0.63
8277,extermination,37,0.63
9503,gröner,71,0.63
9718,authenticity,77,0.63
10387,james,157,0.63
12986,bike,71,0.63
13519,mohamed,34,0.63
14320,palace,34,0.63
789,whilst,1187,0.629
910,timeframe,90,0.629
1456,provision,5079,0.629
3345,capitalise,31,0.629
5598,foresight,31,0.629
7672,ilo,248,0.629
8027,learner,31,0.629
13445,patriarch,31,0.629
857,either,2837,0.628
1645,familiarise,28,0.628
1699,taking,81,0.628
2426,involvement,1869,0.628
2686,specialise,56,0.628
4168,grief,59,0.628
6086,indirectly,347,0.628
7115,iii,226,0.628
8458,retreat,28,0.628
12289,coptic,28,0.628
13538,ski,59,0.628
15183,antarctica,28,0.628
16527,biocide,81,0.628
1876,fiscal,1101,0.627
2250,association,946,0.627
4648,anxiety,106,0.627
5660,demarcation,25,0.627
5892,hey,25,0.627
8455,timid,25,0.627
9241,impatiently,25,0.627
9571,battery,158,0.627
11258,monastery,25,0.627
12477,therapist,25,0.627
13723,cdm,25,0.627
14602,liquefy,25,0.627
14631,pennsylvania,25,0.627
29,they,89487,0.626
311,concise,47,0.626
1253,pension,808,0.626
2772,east,2114,0.626
3150,adapt,1892,0.626
5284,lab,430,0.626
14879,patrol,47,0.626
15868,mikolášik,47,0.626
1784,founding,107,0.625
2255,education,7885,0.625
2926,satisfactorily,154,0.625
2943,certify,63,0.625
3366,differentiated,22,0.625
3431,appendix,62,0.625
3585,richness,41,0.625
3748,turnover,88,0.625
4329,burdensome,22,0.625
5079,override,22,0.625
5236,crystal,22,0.625
6496,paste,22,0.625
6590,decommission,110,0.625
8077,destabilising,22,0.625
8966,looting,41,0.625
9204,brotherhood,41,0.625
9358,tire,22,0.625
9396,irradiate,22,0.625
10299,billionaire,22,0.625
11246,wolf,132,0.625
17418,sapien,22,0.625
1946,markete,19,0.624
3421,0,60,0.624
3865,evade,19,0.624
4017,avail,19,0.624
5145,precaution,101,0.624
5303,seldom,76,0.624
7188,alienation,19,0.624
7233,fork,19,0.624
9253,mild,19,0.624
9673,uninterrupted,19,0.624
9691,teleworking,19,0.624
10202,swine,38,0.624
10392,gonzalez,19,0.624
10531,refinance,19,0.624
11581,800 000,19,0.624
14405,max,19,0.624
17979,jasmine,19,0.624
9509,seppänen,111,0.623
10436,algerian,219,0.623
217,different,13146,0.622
815,fair,2314,0.622
3712,aggravate,163,0.622
4214,indefinite,35,0.622
11884,garage,35,0.622
13624,yemen,310,0.622
125,dislike,16,0.621
246,constitute,1817,0.621
863,bit,990,0.621
1588,conducive,16,0.621
2081,entitle,489,0.621
2645,daunting,16,0.621
5250,authorize,16,0.621
6415,prayer,48,0.621
6587,mercury,387,0.621
6773,ideologically,32,0.621
6838,repulsive,16,0.621
6950,trader,120,0.621
7387,essex,16,0.621
7515,allusion,16,0.621
7636,millimetre,16,0.621
8333,excite,16,0.621
8543,sherry,16,0.621
8717,timeless,16,0.621
8769,timorese,16,0.621
8840,makeshift,16,0.621
9316,sleeping,16,0.621
10397,refrigeration,16,0.621
10447,ma,16,0.621
10713,shipbuilding,253,0.621
10848,kilowatt,16,0.621
12018,jesse,16,0.621
13081,campbell,16,0.621
13103,elegant,16,0.621
13740,intifada,16,0.621
14377,parade,32,0.621
14726,oct,16,0.621
17630,timişoara,16,0.621
18345,warren,16,0.621
19706,extracellular,16,0.621
6182,1980,462,0.62
11903,trillion,221,0.62
2109,shut,173,0.619
3428,bottleneck,29,0.619
4276,inevitably,485,0.619
4395,glorious,29,0.619
4659,dam,113,0.619
6884,ss,29,0.619
11171,spongiform,42,0.619
14918,penicillin,29,0.619
66,suspension,369,0.618
74,delay,2738,0.618
3063,pragmatism,91,0.617
5414,inseparable,39,0.617
6612,shy,39,0.617
7927,seabed,26,0.617
12679,bath,26,0.617
13500,automation,26,0.617
1679,option,2483,0.616
2330,extent,2441,0.616
2535,dissolve,95,0.616
4549,valuable,98,0.616
13968,beekeeping,85,0.616
14649,mubarak,100,0.616
171,',48205,0.615
1906,workforce,128,0.615
4963,authoritarianism,36,0.615
5127,engineer,297,0.615
5245,owe,133,0.615
5797,multiplicity,23,0.615
6715,i .,23,0.615
7162,ozone,183,0.615
7194,expertise,184,0.615
7271,clap,23,0.615
7859,sanitary,23,0.615
7936,abundant,23,0.615
8976,joaquín,23,0.615
9279,40 000,23,0.615
9465,mammal,115,0.615
9533,slavery,296,0.615
10458,clinton,223,0.615
13332,caste,46,0.615
13435,dprk,23,0.615
13625,yemeni,23,0.615
15774,tulip,23,0.615
3151,adjust,434,0.614
3403,supplement,372,0.614
6081,balkans,490,0.614
13280,volunteer,191,0.614
76,17,1612,0.613
705,create,12989,0.613
1035,terminate,33,0.613
1242,examine,2271,0.613
2238,mainland,33,0.613
2307,structure,3761,0.613
3045,astonishing,109,0.613
5232,nutritional,139,0.613
5450,bank,5968,0.613
6221,meagre,33,0.613
9773,thatcher,33,0.613
10402,castro,172,0.613
11770,emperor,33,0.613
12537,péry,33,0.613
13154,kim,43,0.613
14098,ivan,33,0.613
14311,chemistry,152,0.613
14362,canvas,33,0.613
841,undermine,1481,0.612
4038,pharmaceutical,255,0.612
5122,locomotive,53,0.612
6326,cfp,146,0.612
8754,czech,1132,0.612
9869,uncle,63,0.612
9887,blair,249,0.612
18203,paliadeli,53,0.612
438,cocktail,20,0.611
847,inadmissible,100,0.611
3040,incredible,430,0.611
3954,license,117,0.611
5016,permeate,20,0.611
6024,nicely,20,0.611
6749,irregularity,687,0.611
6815,militarise,30,0.611
6902,liberalize,20,0.611
8288,re - evaluation,20,0.611
9081,counterfeiter,20,0.611
10151,ernest,20,0.611
10732,lottery,20,0.611
11475,resale,20,0.611
12203,sacrédeus,20,0.611
13936,cortex,70,0.611
14281,picasso,20,0.611
14723,heterogeneity,20,0.611
14998,tenant,20,0.611
15182,antarctic,30,0.611
16423,demagogue,20,0.611
17128,berkeley,20,0.611
19335,netflix,20,0.611
1153,progress,8414,0.61
3717,deterioration,354,0.61
1498,anybody,47,0.609
1747,disturbing,251,0.609
5072,kindness,57,0.609
12247,adolescence,37,0.609
4361,madeira,175,0.608
4615,envy,27,0.608
7750,uproar,27,0.608
8826,disarm,27,0.608
10869,tube,27,0.608
11367,non - aligned,27,0.608
12739,virginia,54,0.608
16125,100th,27,0.608
16437,rafah,27,0.608
19564,pancreatic,27,0.608
3517,disappointed,434,0.607
6464,warning,865,0.607
7168,manchester,61,0.607
10687,egypt,495,0.607
10722,girl,1109,0.607
11665,adam,113,0.607
16135,lambrinidis,44,0.607
644,signify,17,0.606
1007,jurisdiction,670,0.606
1945,gesture,313,0.606
2258,educator,51,0.606
3195,equat,17,0.606
3883,obstruction,17,0.606
3945,bend,17,0.606
4291,degraded,17,0.606
4787,dwarf,17,0.606
5070,courteous,17,0.606
5644,wetsuit,17,0.606
6126,synchronise,17,0.606
6673,polluted,51,0.606
7607,courageously,17,0.606
8611,ruthless,17,0.606
9998,inuit,17,0.606
10085,delicious,17,0.606
10275,legendary,17,0.606
10518,zana,92,0.606
10558,mancha,17,0.606
11174,aberdeen,17,0.606
11488,gasòliba,34,0.606
12217,kazakhstan,237,0.606
13336,ljubljana,34,0.606
13366,grandson,17,0.606
13408,shepherd,17,0.606
13821,calculator,17,0.606
14086,telematics,17,0.606
14178,computerisation,17,0.606
14378,sociologist,34,0.606
15808,gland,17,0.606
16483,donegal,17,0.606
18737,cassini,17,0.606
19532,e . t .,17,0.606
19601,aorta,17,0.606
4,recurrence,41,0.605
173,don't,918,0.605
906,deadline,1182,0.605
1392,assure,1319,0.605
3961,interprete,400,0.605
4182,reallocate,41,0.605
7529,sweeping,41,0.605
9580,microm-entity,58,0.605
247,there,17762,0.604
2669,brittany,24,0.604
2921,tougher,120,0.604
4609,childcare,70,0.604
4885,pronouncement,24,0.604
7028,republicans,24,0.604
8927,bilaterally,48,0.604
8990,underdeveloped,48,0.604
13860,painter,24,0.604
16312,semiconductor,24,0.604
16807,parachute,24,0.604
18770,argyros,24,0.604
2889,volume,688,0.603
10272,shoe,117,0.603
1630,imperative,253,0.602
3370,stuff,410,0.602
4210,bind,162,0.602
5716,gang,153,0.602
7093,1960,183,0.602
9807,deceptive,31,0.602
13947,1 . 25,31,0.602
15737,joe,38,0.602
3095,wait,2398,0.601
5379,eight,1588,0.601
7024,ministerial,371,0.601
11548,des,45,0.601
13828,caspian,45,0.601
2097,appreciate,574,0.6
2570,levy,87,0.6
5280,radically,230,0.6
7345,eta,118,0.6
12467,dover,73,0.6
1800,moreover,2739,0.599
1957,lack,4639,0.599
2816,99,143,0.599
5211,wallström,262,0.599
5564,intellectual,1056,0.599
11923,myanmar,127,0.599
2150,income,2578,0.598
2923,rigorously,105,0.598
2948,plausible,21,0.598
3679,appease,21,0.598
4079,impressed,35,0.598
4405,bay,28,0.598
4612,learning,635,0.598
6210,purification,28,0.598
6248,reorientation,28,0.598
7301,enmity,21,0.598
8182,ceremony,201,0.598
8280,irrigation,42,0.598
8298,baseball,21,0.598
8361,stephen,49,0.598
8411,11 . 55,21,0.598
9186,plaza,21,0.598
10146,slovene,21,0.598
10220,testament,21,0.598
10381,alvarez,28,0.598
10583,donald,28,0.598
10867,silvio,28,0.598
11134,ocalan,21,0.598
11278,sweat,21,0.598
12924,semantic,28,0.598
12945,pedro,21,0.598
13839,recreate,21,0.598
13862,laden,84,0.598
14044,karadzic,21,0.598
15902,prüm,70,0.598
16033,megawatt,21,0.598
16035,bioethanol,21,0.598
16075,jones,21,0.598
16647,intuitive,21,0.598
16738,angeles,28,0.598
16742,andrikien,28,0.598
343,special,5462,0.597
15340,surgeon,102,0.597
947,nevertheless,1814,0.596
1109,alexander,216,0.596
1352,- -,4809,0.596
4490,unconditionally,53,0.596
8142,reactor,557,0.596
11329,plantation,74,0.596
12928,diabete,60,0.596
14161,humility,74,0.596
16502,nicolas,53,0.596
816,court,6131,0.595
1386,school,3840,0.595
2523,stretch,46,0.595
3663,picture,1873,0.595
4705,merger,305,0.595
4907,unusually,46,0.595
5299,rare,612,0.595
6104,srpska,39,0.595
6836,static,39,0.595
7382,psychologically,39,0.595
9269,weekend,251,0.595
18219,tfeu,78,0.595
1288,conservation,565,0.594
4300,dignified,88,0.594
10908,optimize,32,0.594
1448,spaniard,25,0.593
2129,analyse,796,0.593
3733,favourably,50,0.593
5609,absurdity,56,0.593
6110,multi - ethnic,75,0.593
6517,encompass,25,0.593
6766,follower,25,0.593
7504,childbirth,50,0.593
9838,tremendously,25,0.593
10215,slaughterhouse,75,0.593
10944,industrialisation,25,0.593
12497,biarritz,75,0.593
12631,benelux,25,0.593
13100,mao,25,0.593
14388,lukashenko,302,0.593
3796,balance,3683,0.592
10319,5 . 30,79,0.592
1375,monitoring,2781,0.591
1400,intensive,548,0.591
1879,envisage,286,0.591
3304,convert,234,0.591
3607,equalisation,18,0.591
4320,comfortably,18,0.591
5375,idiot,18,0.591
5513,prisoner,1289,0.591
8415,fingerprinting,18,0.591
8419,odor,18,0.591
8735,pen,113,0.591
8912,rambouillet,54,0.591
10019,dean,18,0.591
10893,slander,18,0.591
11443,chen,18,0.591
11766,flagship,90,0.591
11862,post - conflict,18,0.591
12037,guinean,36,0.591
13230,respondent,18,0.591
13279,fist,18,0.591
14053,pyongyang,18,0.591
14351,dalit,18,0.591
14454,lancet,18,0.591
14651,glonass,18,0.591
14862,cannibalism,18,0.591
15368,veneto,18,0.591
15970,nun,18,0.591
689,thursday,978,0.59
2785,expose,571,0.59
5125,mechanical,137,0.59
10012,ethiopian,65,0.59
10054,bullying,47,0.59
10716,neural,47,0.59
1908,competent,471,0.589
2341,heavily,29,0.589
8500,wiser,29,0.589
11928,predetermine,29,0.589
18648,tahrir,29,0.589
1401,strong,4119,0.588
1568,march,859,0.588
2175,hesitation,111,0.588
2247,oblige,1106,0.588
2419,devastate,79,0.588
4436,landmark,40,0.588
5229,diet,295,0.588
6257,inter - institutional,51,0.588
8775,thailand,113,0.588
11919,untapped,40,0.588
12359,bless,51,0.588
1740,brain,2084,0.587
3724,lose,3383,0.587
5183,crossroad,73,0.587
5666,opponent,395,0.587
1575,routine,44,0.586
4560,assignment,22,0.586
6604,spearhead,22,0.586
9138,proverb,33,0.586
9477,wallet,22,0.586
11195,mic,22,0.586
13899,anti - dumping,152,0.586
14425,hama,338,0.586
14838,podestà,33,0.586
15644,lula,22,0.586
15973,omar,44,0.586
16391,timeshare,22,0.586
859,objection,812,0.585
2332,flexicurity,198,0.585
5512,imprison,199,0.585
7393,côte,169,0.585
7700,simultaneous,112,0.585
9146,lobby,70,0.585
1357,deliberation,180,0.584
1428,vice,290,0.584
1785,stipulate,572,0.584
7708,advent,37,0.584
12678,bathroom,74,0.584
739,ratification,1001,0.583
1416,conform,131,0.583
4588,manipulation,141,0.583
7887,massacre,331,0.583
2093,development,26615,0.582
2935,unit,958,0.582
3519,disappoint,166,0.582
3784,doorstep,26,0.582
4629,solemnly,26,0.582
5091,complacency,67,0.582
6353,dilution,26,0.582
7259,orderly,26,0.582
7485,custodian,26,0.582
9089,$,123,0.582
11997,deflation,26,0.582
12712,stressful,26,0.582
13380,magician,26,0.582
14951,eureka,26,0.582
16157,oxford,26,0.582
2919,tight,91,0.581
3033,unilaterally,249,0.581
6339,replacement,248,0.581
7389,1970,318,0.581
7926,shorten,56,0.581
9189,hill,71,0.581
11700,hair,167,0.581
17586,obama,505,0.581
279,next,10537,0.58
1191,erroneous,75,0.58
4486,crude,30,0.58
4813,forgiveness,45,0.58
5233,dietary,30,0.58
6614,reticence,30,0.58
6859,axle,30,0.58
10778,statue,75,0.58
11399,israelis,225,0.58
1033,convict,170,0.579
3109,com,628,0.579
3651,stronger,915,0.579
8666,geneva,211,0.579
9083,conven,58,0.579
238,real,8518,0.578
294,towards,6528,0.578
1720,prototype,83,0.578
2368,definition,1864,0.578
5363,greenpeace,34,0.578
6133,peat,34,0.578
9144,rainforest,87,0.578
11603,needle,87,0.578
12194,methane,102,0.578
14720,curie,34,0.578
3059,realistic,1287,0.577
3742,quarterly,64,0.577
10514,tyrant,53,0.577
11681,mbeki,53,0.577
15691,soap,64,0.577
237,really,9185,0.576
556,fatality,19,0.576
2741,upper,186,0.576
3300,admire,132,0.576
4173,auxiliary,19,0.576
4290,relegate,19,0.576
10550,exhausting,19,0.576
11467,resonance,19,0.576
12071,mindanao,19,0.576
12393,oviedo,19,0.576
14252,carnero gonzález,19,0.576
15103,guantánamo,194,0.576
15580,thorn,19,0.576
16467,bruton,19,0.576
17766,cr,19,0.576
19302,storyteller,19,0.576
19495,beatboxing,19,0.576
1459,answer,7376,0.575
1589,prodi,816,0.575
1826,discriminate,146,0.575
2058,card,1233,0.575
4052,facilitate,2238,0.575
4153,win,1019,0.575
204,world,24353,0.574
1885,distance,629,0.574
2992,reticent,23,0.574
4324,loose,23,0.574
5350,incompatibility,46,0.574
5790,rape,329,0.574
7599,ridicule,23,0.574
7716,hemicycle,23,0.574
7975,aquatic,23,0.574
8130,csf,23,0.574
8832,raid,23,0.574
8979,helm,69,0.574
9567,broadband,69,0.574
10406,andean,23,0.574
12101,germ,23,0.574
15175,baku,23,0.574
16755,deindustrialisation,23,0.574
16982,vakalis,23,0.574
18041,salman,23,0.574
19267,yorker,46,0.574
3988,depth,365,0.573
4269,overwhelmingly,50,0.573
4904,emergency,754,0.573
6340,substitution,131,0.573
7671,europol,1215,0.573
913,calendar,139,0.572
1494,duly,27,0.572
1545,declaration,3568,0.572
5673,string,27,0.572
8690,spacecraft,27,0.572
9632,garbage,27,0.572
10156,sinti,27,0.572
10586,salzburg,27,0.572
11758,winston,27,0.572
12980,prophet,58,0.572
13480,tyrol,27,0.572
1224,realization,31,0.571
2815,95,388,0.571
3714,compound,66,0.571
3935,instructive,31,0.571
6288,humiliating,66,0.571
8456,cowardly,31,0.571
11845,diametrically,31,0.571
12399,toledo,31,0.571
1462,compromise,4212,0.57
4011,water,4416,0.57
6142,fuell,70,0.57
8669,depreciation,35,0.57
8830,incursion,35,0.57
9263,deputise,35,0.57
9820,sampling,35,0.57
14018,ethanol,35,0.57
672,regulation,15725,0.569
3797,balancing,43,0.569
4890,mobilize,86,0.569
5042,stockholm,39,0.569
5178,nonsensical,39,0.569
5242,synonymous,82,0.569
5706,unrestricted,71,0.569
5765,actively,1002,0.569
7549,e - europe,39,0.569
10138,unethical,43,0.569
871,weather,204,0.568
2418,ruin,180,0.568
5265,genetics,90,0.568
5982,fisher,51,0.568
8599,encephalopathy,47,0.568
9044,friction,51,0.568
9522,neoliberalism,47,0.568
14345,mahmoud,51,0.568
16906,tom,51,0.568
2468,cooperate,2026,0.567
3244,ship,1011,0.567
7318,unhcr,89,0.567
7983,offspring,59,0.567
8787,unpunished,105,0.567
561,happen,10003,0.566
3174,unclear,263,0.566
8139,béguin,71,0.566
10419,montenegro,280,0.566
917,appointment,660,0.565
1281,congratulation,926,0.565
3687,vigilance,121,0.565
7094,sixty,107,0.565
7307,territorial,190,0.565
11133,öcalan,91,0.565
965,entire,2529,0.564
1080,result,15534,0.564
1756,otherwise,1617,0.564
2920,rigid,84,0.564
4733,crop,483,0.564
6454,"1 , 000",159,0.564
1952,transition,1308,0.563
3543,olympic,528,0.563
1875,chapter,1173,0.562
2316,evenly,24,0.562
2363,violate,896,0.562
3125,standing,32,0.562
3335,viewpoint,40,0.562
3463,lighten,20,0.562
3587,wealthy,156,0.562
4302,meticulous,20,0.562
4855,italians,116,0.562
5494,coincidentally,20,0.562
6259,graça,56,0.562
6897,passionately,32,0.562
7123,bi - regional,20,0.562
7155,2 . 8,24,0.562
7244,advert,28,0.562
7402,liquidation,32,0.562
8243,lens,52,0.562
8287,reassessment,32,0.562
8388,imitation,28,0.562
9233,díez,36,0.562
9238,truce,28,0.562
9393,gamble,20,0.562
10007,opportunism,28,0.562
10195,stigma,44,0.562
10234,smuggler,28,0.562
10408,caucasian,20,0.562
10705,lego,40,0.562
10834,outskirt,20,0.562
11025,11 . 45,28,0.562
11123,3 . 2,32,0.562
11227,schizophrenic,28,0.562
12580,bono,44,0.562
12654,fernand,20,0.562
12748,1500,24,0.562
13077,opec,28,0.562
13278,firearm,24,0.562
13320,fever,28,0.562
13931,brian,108,0.562
14011,toxin,20,0.562
14110,monoculture,24,0.562
14343,litmus,24,0.562
14357,alaska,20,0.562
15458,dick,24,0.562
15848,jacek,24,0.562
17636,sexist,20,0.562
472,greatest,1712,0.561
1004,responsibility,10329,0.561
1185,mistake,1813,0.561
1678,ability,2519,0.561
1809,legislator,487,0.561
2090,planning,1125,0.561
2278,general,9770,0.561
5251,atlantic,630,0.561
8903,herzegovina,414,0.561
1128,environmental,9687,0.56
2152,consume,460,0.56
3622,weaker,133,0.56
5081,precede,129,0.56
318,application,5716,0.559
1975,reasonable,1506,0.559
2259,instruction,73,0.559
2408,loss,2264,0.559
3152,tailor,140,0.559
2352,accounting,464,0.558
2069,excessive,1321,0.557
3577,decentralise,205,0.557
4567,visible,314,0.557
11194,microphone,116,0.557
11774,microfinance,114,0.557
13286,tempus,49,0.557
14753,antimicrobial,57,0.557
2261,credential,82,0.556
4217,isolation,247,0.556
8167,computing,41,0.556
11396,cemetery,41,0.556
18371,ftt,41,0.556
83,also,77755,0.555
695,after,12008,0.555
11269,complication,78,0.555
500,simple,2954,0.554
865,straightforward,128,0.554
2922,stricter,488,0.554
3494,restructure,280,0.554
4328,mass,1142,0.554
4690,enquiry,33,0.554
4852,abduction,117,0.554
7492,oil,1789,0.554
8428,multifaceted,33,0.554
1024,retain,1279,0.553
1797,furthermore,3033,0.553
1846,recur,29,0.553
2656,meltdown,29,0.553
3278,climatic,124,0.553
3755,avoid,3992,0.553
6016,freed,58,0.553
8898,milošević,29,0.553
9347,tale,29,0.553
10667,blindness,29,0.553
10724,melt,74,0.553
13000,k,29,0.553
14154,epic,29,0.553
15392,mrl,29,0.553
16410,unhrc,29,0.553
734,sixth,430,0.552
