,words,amounts,entropies
13165,sidney,25,0.653
14144,deleg,25,0.653
17386,rebote,25,0.653
17639,salado,25,0.653
18308,1100,25,0.653
18481,zapatilla,50,0.653
19850,hércule,39,0.653
20594,celestial,25,0.653
27380,hélice,25,0.653
1061,surgir,2122,0.652
4050,disuasivo,42,0.652
4479,receptivo,113,0.652
4715,escapatoria,14,0.652
6260,papeleta,42,0.652
6926,casero,14,0.652
7388,reinversión,14,0.652
7608,criminalizado,14,0.652
7709,camuflado,14,0.652
7774,decimoséptimo,14,0.652
8073,crisol,14,0.652
8239,inquietar,14,0.652
8260,laborioso,92,0.652
8771,incontestable,14,0.652
9175,900 000,14,0.652
10867,homicida,14,0.652
10937,culminante,14,0.652
11295,agrupamiento,14,0.652
11407,epílogo,14,0.652
11524,masivamente,42,0.652
11639,aniquilar,56,0.652
13816,sometimiento,14,0.652
13837,quimera,14,0.652
14243,sandbaek,28,0.652
14612,gelatina,93,0.652
15589,aluvión,14,0.652
16388,borge,14,0.652
16527,maleza,14,0.652
16537,viña,14,0.652
17355,nicolás,14,0.652
18702,mutilar,42,0.652
19222,motivador,28,0.652
19332,difunto,14,0.652
19501,600 . 000,28,0.652
20262,clientela,14,0.652
21146,oxidado,14,0.652
22070,lagartija,14,0.652
22539,encaje,14,0.652
24507,anápolis,14,0.652
25171,sidra,14,0.652
27597,zarigüeya,14,0.652
194,punto,27622,0.651
1934,pintura,573,0.651
2329,invertir,3946,0.651
2899,desfavorecido,722,0.651
4302,capturar,399,0.651
4361,munición,395,0.651
4833,sistemáticamente,815,0.651
5159,tarta,45,0.651
6720,antisemitismo,146,0.651
6959,demócratatat-.cristia,152,0.651
14385,desarraigado,45,0.651
2583,inevitable,965,0.65
3177,fácilmente,1352,0.65
3955,corrector,58,0.65
4323,gigantesco,141,0.65
4598,céntimo,228,0.65
5236,consagrar,357,0.65
5367,codo,99,0.65
8844,reasignar,98,0.65
9639,capricho,71,0.65
11243,refugiar,31,0.65
12687,refrigeración,155,0.65
13871,argel,31,0.65
19242,sabana,31,0.65
1512,grave,10027,0.649
2740,promoción,3622,0.649
3265,fiabilidad,655,0.649
7197,desalojar,17,0.649
9033,ejecutor,17,0.649
9269,eclipsar,68,0.649
10893,silvestre,17,0.649
12727,miopía,17,0.649
12791,paquistaníes,17,0.649
13972,conjurar,17,0.649
15107,clamoroso,17,0.649
15512,pery,34,0.649
16641,yeso,17,0.649
16830,extremadura,34,0.649
16882,magdalena,17,0.649
18309,1200,17,0.649
19874,licor,17,0.649
21567,bósforo,17,0.649
25073,stirling,17,0.649
1017,corporal,284,0.648
1910,esfera,1104,0.648
3348,sospechar,312,0.648
6090,cuantificación,37,0.648
6152,docente,134,0.648
8196,panfleto,37,0.648
8943,imán,131,0.648
10275,fiel,199,0.648
11687,res,37,0.648
12302,duodécimo,37,0.648
13546,corregulación,37,0.648
13582,rebelión,102,0.648
1713,carácter,2488,0.647
4918,elocuencia,63,0.647
5193,contravinir,20,0.647
5607,talado,20,0.647
5848,proximidad,269,0.647
6802,apilado,20,0.647
7042,legalizado,20,0.647
8371,consentir,63,0.647
9298,cordero,66,0.647
10344,sigla,20,0.647
10603,neutralización,20,0.647
12484,191100,20,0.647
13496,retrospectivamente,20,0.647
16278,surinam,20,0.647
18440,desbloqueo,20,0.647
18715,hispano,20,0.647
18756,frito,20,0.647
20727,aae,455,0.647
5179,amante,80,0.646
5901,aislamiento,702,0.646
6118,doctor,496,0.646
6904,barbaridad,23,0.646
7194,indigencia,23,0.646
9472,entretenido,49,0.646
11048,tomás,23,0.646
12912,superproducción,23,0.646
14041,ua,23,0.646
17539,mol,23,0.646
20003,poliestireno,23,0.646
404,pesquero,5024,0.645
737,adhir,26,0.645
1359,mañana,13437,0.645
2494,finalidad,999,0.645
7611,constitutivo,26,0.645
10424,burla,76,0.645
11782,crema,55,0.645
13673,leila,26,0.645
13849,jo,75,0.645
14598,nódulo,26,0.645
14697,superpoblación,26,0.645
17748,alérgeno,26,0.645
18112,biocida,136,0.645
19268,anticomunista,26,0.645
26535,ugc,26,0.645
1901,junto,10872,0.644
1952,efectivo,5253,0.644
3146,índice,871,0.644
3584,cliente,1730,0.644
7775,xvii,29,0.644
9840,amado,58,0.644
10650,censurable,61,0.644
11526,indisociable,29,0.644
12607,recapitular,29,0.644
20069,radicalizar,29,0.644
25050,empático,29,0.644
26693,páncrea,58,0.644
3351,presunción,161,0.643
3728,azotar,69,0.643
3795,litigio,288,0.643
4816,patrocinador,99,0.643
5578,75 000,35,0.643
7637,avergüenzar,59,0.643
8534,heredero,69,0.643
13340,emisor,163,0.643
16510,aglomeración,32,0.643
16758,chimenea,32,0.643
18410,70 000,35,0.643
1593,ayuntamiento,41,0.642
3480,recogida,832,0.642
4560,cárcel,1191,0.642
5554,liberación,1405,0.642
6264,difícilmente,232,0.642
6803,apilar,41,0.642
8555,consultoría,44,0.642
10441,oicvm,114,0.642
15152,periodístico,44,0.642
21015,ionizante,44,0.642
1038,bastar,1616,0.641
1406,armonizar,1664,0.641
3585,puntual,50,0.641
4823,adquirido,411,0.641
4877,convergente,56,0.641
5474,eternamente,50,0.641
6365,ganador,536,0.641
8250,punta,220,0.641
16823,ramón,47,0.641
23483,sapiens,53,0.641
152,preocupado,1975,0.64
598,llamamiento,3491,0.64
2639,concentrar,2161,0.64
4746,príncipe,202,0.64
4917,confesión,137,0.64
6576,explícito,668,0.64
13093,extracto,74,0.64
388,principio,29770,0.639
1485,plazo,12743,0.639
1988,vinculación,282,0.639
10921,esporádico,50,0.639
13747,auricular,80,0.639
2042,regulador,1449,0.638
3572,comercialización,1124,0.638
4167,fortaleza,530,0.638
6874,alumno,566,0.638
9398,maximizar,298,0.638
9441,flande,158,0.638
411,trastornar,15,0.637
1316,cerrar,2575,0.637
2317,hogar,1995,0.637
2476,inservible,15,0.637
2885,asegurador,126,0.637
3169,emprendimiento,36,0.637
3200,alertar,180,0.637
3248,alejamiento,21,0.637
3876,blanco,1812,0.637
3972,maniobrar,24,0.637
4207,suspenso,21,0.637
4279,inoperante,21,0.637
4688,responsabilizar,18,0.637
5082,afligido,15,0.637
5410,piratear,21,0.637
5480,curado,30,0.637
5608,tala,60,0.637
5644,sendero,15,0.637
5792,nominado,15,0.637
5894,inhalar,36,0.637
6385,azar,15,0.637
6541,duración,729,0.637
6761,iluminado,18,0.637
7032,dibujo,259,0.637
7140,serbio,2943,0.637
7169,redefinición,66,0.637
7287,itinerante,21,0.637
7355,simbolizado,18,0.637
7489,estigmatizado,15,0.637
7511,proscribir,18,0.637
7575,sres .,33,0.637
7776,14ª,15,0.637
8075,cuenco,21,0.637
8855,tierno,18,0.637
9127,ahuyentar,15,0.637
9184,pic,18,0.637
9858,incongruencia,60,0.637
9943,falaz,18,0.637
10096,servidumbre,18,0.637
10105,desdibujar,18,0.637
10119,inseparablemente,15,0.637
10902,guyana,45,0.637
10911,cuantificables,102,0.637
11078,entretener,21,0.637
11315,sonriente,30,0.637
11436,insoluble,27,0.637
11553,demonización,15,0.637
11601,desentrañar,21,0.637
11883,plenitud,15,0.637
12258,víctor,15,0.637
13297,bondad,69,0.637
13454,irreprochable,27,0.637
13619,cliché,30,0.637
13756,230 000,15,0.637
13819,veracidad,21,0.637
14113,raúl,27,0.637
14126,teher,33,0.637
14155,abruptamente,15,0.637
14202,610,21,0.637
14547,indefensión,15,0.637
15004,pluripartidista,18,0.637
15307,pristina,96,0.637
15319,turbio,42,0.637
15425,armar,18,0.637
15474,apestar,24,0.637
15650,motín,18,0.637
15730,poli,24,0.637
15893,alá,21,0.637
16096,laicidad,21,0.637
16136,ecotasa,15,0.637
16176,antimonopolio,15,0.637
16179,atletismo,21,0.637
16276,heleno,15,0.637
16308,bárbara,18,0.637
16452,prets,18,0.637
16643,ead,27,0.637
16889,22 000,15,0.637
16947,cervante,21,0.637
16976,871000,24,0.637
17093,resoner,15,0.637
17188,sérgio,24,0.637
17416,catalizar,21,0.637
17440,metamorfosis,15,0.637
17489,unilateralidad,15,0.637
17507,wijkman,15,0.637
17525,sillón,15,0.637
17652,germinal,21,0.637
17975,molino,51,0.637
18198,anodino,15,0.637
18843,riad,24,0.637
18997,aislante,15,0.637
19152,muyahidín,15,0.637
19610,zoonosis,39,0.637
20290,astrofísica,24,0.637
20871,bolchevique,18,0.637
21058,paralímpico,21,0.637
21418,waleso,18,0.637
22154,picor,15,0.637
23406,portero,15,0.637
23431,inhibidor,15,0.637
25664,aav,39,0.637
27062,wiki,24,0.637
36,no,374128,0.636
5677,variado,241,0.636
15411,extrovertido,60,0.636
18848,hamás,896,0.636
1090,proporcionar,8011,0.635
3855,ineficiente,150,0.635
4696,reclutamiento,162,0.635
6105,lingüístico,1331,0.635
6432,gris,272,0.635
786,mejora,8498,0.634
5706,congratular,86,0.634
6294,endeudado,82,0.634
1245,regresar,1182,0.633
2016,suprimar,70,0.633
2345,enferma,70,0.633
2484,gradual,941,0.633
2715,global,8532,0.633
3918,defensa,3912,0.633
12486,vientre,70,0.633
13035,pablo,145,0.633
1799,quizás,5407,0.632
3745,erosionar,113,0.632
4674,proactivo,273,0.632
7315,neoliberal,605,0.632
7434,manifiestamente,66,0.632
7718,simular,102,0.632
9387,fotográfico,52,0.632
9488,tenso,175,0.632
10136,moluca,52,0.632
10889,undécimo,58,0.632
11527,neoliberalismo,107,0.632
17648,erizo,49,0.632
1538,convertir,8962,0.631
1966,ocm,403,0.631
3571,bancario,1548,0.631
8615,encarnación,46,0.631
8660,dispersar,86,0.631
10063,esclavo,224,0.631
10171,atena,390,0.631
11068,revolucionar,89,0.631
11410,molusco,46,0.631
15029,informante,43,0.631
15752,peatonal,40,0.631
21093,trans,112,0.631
530,agradecer,7252,0.63
719,consiguiente,4856,0.63
2490,discrepancia,498,0.63
4604,alterado,37,0.63
4757,rendimiento,1019,0.63
8619,recreativo,147,0.63
8821,criar,68,0.63
11387,alquilar,100,0.63
14551,infalible,37,0.63
14868,cci,37,0.63
15122,multidimensional,74,0.63
1960,modificado,1795,0.629
7016,oreja,266,0.629
11788,viticultor,31,0.629
14476,decapitación,31,0.629
15677,århus,31,0.629
16542,carbohidrato,31,0.629
21468,maya,31,0.629
22580,maldiva,99,0.629
499,general,22482,0.628
3945,incoherente,255,0.628
5448,hemiciclo,339,0.628
6057,mitigación,165,0.628
7371,volcán,168,0.628
7890,mar brok,28,0.628
9874,décimo,401,0.628
12500,formalización,28,0.628
14701,nostalgia,75,0.628
14984,inteligentemente,28,0.628
15836,guillermo,28,0.628
20135,anfibio,28,0.628
1155,actuar,8518,0.627
2700,próspero,583,0.627
2864,nada,10640,0.627
2975,atrasado,25,0.627
7297,inauguración,97,0.627
7717,automático,800,0.627
7956,retrasado,25,0.627
9875,décima,50,0.627
10461,deducción,99,0.627
10768,vengar,25,0.627
11182,banquillo,25,0.627
12044,florecimiento,25,0.627
14543,ap,25,0.627
16339,prefabricado,25,0.627
18570,segregado,53,0.627
20933,crimea,25,0.627
23529,impostor,25,0.627
27408,multitarea,25,0.627
519,prórroga,355,0.626
3068,incontrolado,219,0.626
3171,propietario,698,0.626
3498,honrar,232,0.626
4254,horrendo,72,0.626
4638,invitado,289,0.626
6799,solapamiento,72,0.626
11066,saliente,91,0.626
12752,cansar,47,0.626
507,mandato,4128,0.625
1991,finalización,134,0.625
6401,calibrar,44,0.625
7247,sumir,22,0.625
9575,inmutable,22,0.625
10879,opresor,66,0.625
11013,gillig,22,0.625
11481,esquivar,22,0.625
13146,internalizar,63,0.625
14093,militarista,85,0.625
18164,ron,82,0.625
20370,blindado,22,0.625
23342,pagano,22,0.625
23565,arrodillar,22,0.625
27854,forbe,22,0.625
207,explosión,480,0.624
337,multianual,76,0.624
1565,cortar,551,0.624
1624,orificio,19,0.624
3374,ventilador,19,0.624
3420,intensificar,697,0.624
4489,pe,322,0.624
5725,calentador,19,0.624
5985,bibliografía,19,0.624
6586,tranquilizador,97,0.624
6701,regocijo,19,0.624
7175,multifuncionalidad,88,0.624
8251,lanza,19,0.624
8642,introspectivo,19,0.624
8916,unificador,60,0.624
9211,desembarcar,19,0.624
9429,humanamente,57,0.624
10772,inválido,19,0.624
11319,tergiversación,19,0.624
12837,orca,19,0.624
12906,leguminosa,19,0.624
13344,librero,19,0.624
13691,narrar,19,0.624
15071,langostino,19,0.624
16997,maletín,19,0.624
20356,bombay,57,0.624
20514,slivovice,19,0.624
21375,coronavirus,38,0.624
22069,lagarto,19,0.624
24724,hiperactivo,19,0.624
1638,experimentar,1731,0.623
1820,transcurrir,206,0.623
2600,gestor,361,0.623
2951,reclamar,378,0.623
9305,rebaño,73,0.623
12718,ecuador,146,0.623
1595,capacitar,83,0.622
1783,1 000,319,0.622
1936,pintar,272,0.622
2428,deportivo,851,0.622
2913,freno,290,0.622
3430,cuestionable,268,0.622
5087,duradero,758,0.622
6282,ilustración,185,0.622
6692,recluso,86,0.622
8381,legitimado,35,0.622
8408,monstruoso,99,0.622
14153,zimbabuense,51,0.622
23591,linaje,35,0.622
1,reinicio,16,0.621
4654,obstinado,32,0.621
6358,alucinante,16,0.621
7139,atropello,16,0.621
7153,condicionamiento,32,0.621
7812,tenencia,16,0.621
8171,obviar,16,0.621
8254,metálico,48,0.621
8559,consolar,32,0.621
8624,diversificado,93,0.621
9611,ingestión,16,0.621
11538,colegial,16,0.621
11568,tornillo,32,0.621
13213,cingalés,16,0.621
14690,mermelada,16,0.621
14772,3500,16,0.621
15736,amamantar,16,0.621
16513,eure,141,0.621
17785,fa,16,0.621
19755,esponjoso,16,0.621
19846,alejo,16,0.621
20386,sao,16,0.621
21536,transregional,16,0.621
22183,supercomisario,16,0.621
25645,kathryn,16,0.621
2571,redondo,167,0.62
2646,encaminado,925,0.62
3204,nervioso,332,0.62
3612,americano,1167,0.62
13946,transferibilidad,45,0.62
785,mejorar,19000,0.619
1850,significado,1104,0.619
3321,acompañamiento,114,0.619
7782,cerradura,29,0.619
12524,calzado,278,0.619
14784,ladera,29,0.619
18030,alambre,42,0.619
26077,larive,42,0.619
1103,aparecer,1261,0.618
1720,prestir,358,0.618
1853,relevancia,340,0.618
2777,juvenil,580,0.618
3610,norteamericano,1366,0.618
4145,desventaja,1131,0.618
8876,animado,149,0.618
12534,esterilización,55,0.618
16709,airway,81,0.618
4163,trastorno,506,0.617
5090,aguantar,26,0.617
7280,basilea,377,0.617
11224,abrumar,26,0.617
13558,2500,26,0.617
15074,xii,26,0.617
15533,agustín,26,0.617
23553,mif,26,0.617
24379,subprime,39,0.617
7488,estigmatización,63,0.616
7601,asentar,63,0.616
11491,prostituir,49,0.616
11984,detergente,140,0.616
992,legislatura,906,0.615
2143,interior,12445,0.615
2519,superar,3139,0.615
4390,temer,2894,0.615
5054,maravilloso,1273,0.615
5912,festivo,59,0.615
6370,oscurecer,36,0.615
6820,aspirante,68,0.615
6991,agredir,23,0.615
7500,renombre,23,0.615
7581,civilizado,377,0.615
7648,envenenar,118,0.615
8352,calmado,23,0.615
8690,degradación,377,0.615
9436,fitosanitario,59,0.615
10608,mozambiqueño,23,0.615
12301,peldaño,23,0.615
12863,colonización,115,0.615
13426,cop,115,0.615
14283,gladiador,23,0.615
14344,resplandor,23,0.615
14354,inversamente,23,0.615
14714,william,203,0.615
15714,kessler,23,0.615
16613,triplicar,115,0.615
18273,genómico,23,0.615
18786,bohemio,36,0.615
1112,arancel,771,0.614
1797,eventualmente,204,0.614
4452,organizado,1891,0.614
7539,fascista,163,0.614
9083,depredador,201,0.614
205,televisor,119,0.613
2153,real,9626,0.613
5886,balcán,2737,0.613
5949,encarcelación,33,0.613
6301,alfombra,149,0.613
7582,civilización,1533,0.613
8106,hamburguesa,33,0.613
8358,disparate,84,0.613
8396,derrotar,218,0.613
8856,aerolínea,205,0.613
10308,perpetuación,33,0.613
12533,escuadrón,33,0.613
13233,trasplantar,43,0.613
1238,lógica,1114,0.612
2332,compensado,63,0.612
2376,desesperadamente,321,0.612
6040,saneamiento,142,0.612
8939,varón,83,0.612
12204,argentino,444,0.612
13376,inocuo,53,0.612
6058,alivio,308,0.611
6080,informatizado,80,0.611
7222,predisposición,40,0.611
7631,neofascista,20,0.611
8609,interregional,260,0.611
8611,engendrar,20,0.611
10145,regateo,30,0.611
10460,descontar,20,0.611
10953,excursión,20,0.611
13739,regionalizar,20,0.611
14790,victimización,20,0.611
16550,marisma,20,0.611
16744,ja,60,0.611
17186,nicaragüense,20,0.611
17259,suspirar,20,0.611
21778,figel,40,0.611
24916,coreografía,20,0.611
25628,győri,20,0.611
25855,panda,20,0.611
1363,operativo,1850,0.61
2157,gestionar,2069,0.61
2171,sonar,1136,0.61
3131,igualmente,1311,0.61
3714,voluntario,2901,0.61
4817,patrocinio,107,0.61
5468,incitar,141,0.61
12272,salvador,182,0.61
16348,dc,64,0.61
18019,anestesia,64,0.61
1905,casi,8517,0.609
10265,contención,94,0.609
10897,envenenado,37,0.609
11245,abrigo,37,0.609
12182,alí,47,0.609
14599,nudo,59,0.609
20793,nerd,57,0.609
24713,sincronía,37,0.609
1215,elemento,7973,0.608
2846,alegría,563,0.608
3260,división,1943,0.608
3970,mérito,929,0.608
4522,subsanar,101,0.608
4611,limpiar,300,0.608
4800,miope,27,0.608
5165,turco,3052,0.608
5326,quid,85,0.608
10156,cascada,81,0.608
11946,heredar,175,0.608
15396,temelin,54,0.608
16605,bombardero,27,0.608
17164,contraataque,27,0.608
18761,montenegrino,27,0.608
19238,curativo,27,0.608
1076,corroborar,44,0.607
1247,perfección,149,0.607
1807,ventaja,4004,0.607
2150,gobernante,142,0.607
4296,liberalización,5075,0.607
13310,filipino,343,0.607
17,suspender,1179,0.606
1289,publicidad,2085,0.606
3880,imagen,4916,0.606
6296,cheque,309,0.606
6678,recorrer,17,0.606
7563,xx,542,0.606
7935,sucinto,34,0.606
8111,ariadna,17,0.606
8985,dell' alba,17,0.606
10013,malla,51,0.606
14187,esculpir,17,0.606
14942,organigrama,17,0.606
15276,tricolor,17,0.606
15402,divinidad,17,0.606
15804,leed,17,0.606
16944,msf,17,0.606
17282,recalentamiento,17,0.606
17333,ileso,17,0.606
17716,kan,17,0.606
18740,minipresupuesto,17,0.606
22559,rinoceronte,34,0.606
25624,astrofísico,17,0.606
26053,rosquilla,17,0.606
27008,sintetizador,17,0.606
27381,héliz,17,0.606
3282,compilación,41,0.605
4225,graduación,84,0.605
5589,inundación,1194,0.605
6016,popularidad,160,0.605
7402,alardear,41,0.605
9039,cínico,290,0.605
10373,inesperado,245,0.605
15153,1800,41,0.605
18973,bioenergía,82,0.605
5488,amo,48,0.604
6927,sinónimo,202,0.604
6987,asaltar,24,0.604
7468,ranking,24,0.604
7706,camuflar,24,0.604
8164,palpable,106,0.604
9182,superpoblado,24,0.604
9723,individualización,24,0.604
13352,deformar,24,0.604
13720,engorde,24,0.604
14258,lieja,24,0.604
15416,blanquear,24,0.604
16394,disociación,113,0.604
16464,receptividad,24,0.604
17030,augusto,24,0.604
18409,7011000,24,0.604
25414,coate,24,0.604
293,decir,92111,0.603
835,regulación,3592,0.603
1269,tendencia,3027,0.603
2199,0,148,0.603
3398,cuota,1910,0.603
11557,intimidad,247,0.603
17592,epicentro,55,0.603
2191,capaz,7431,0.602
4130,comprar,2951,0.602
5421,movilización,1001,0.602
7668,fraternal,31,0.602
8780,categóricamente,185,0.602
11195,irradiar,62,0.602
12150,caritativo,38,0.602
13783,parábola,38,0.602
15007,palangrero,38,0.602
18009,místico,31,0.602
3836,tesoro,218,0.601
7106,ciem,52,0.601
10810,hambriento,156,0.601
14702,flemming,90,0.601
14986,noreste,45,0.601
16575,celo,45,0.601
572,ambiente,18240,0.6
2312,educar,388,0.6
3139,acumular,316,0.6
3923,privatización,1059,0.6
5300,subsistencia,160,0.6
7865,inconsciente,121,0.6
9605,contrabando,398,0.6
11638,exterminar,59,0.6
1731,continuado,640,0.599
2744,periférico,325,0.599
3059,calor,650,0.599
3304,comprometido,1275,0.599
16014,beca,155,0.599
2609,inyección,192,0.598
4707,normalizado,77,0.598
5103,condolencia,393,0.598
5134,desolador,21,0.598
6968,giratorio,21,0.598
8041,atenuado,21,0.598
8827,deshidratado,28,0.598
8970,democratización,1198,0.598
9906,reconvertir,21,0.598
10709,linchamiento,35,0.598
10713,excavación,21,0.598
11754,aromatizante,21,0.598
12046,pulmonar,77,0.598
12855,heredado,42,0.598
14827,elocuente,91,0.598
15033,3007000,42,0.598
18032,cableado,28,0.598
18291,bufanda,21,0.598
21155,cú.,21,0.598
24019,pitágora,21,0.598
5394,tumba,155,0.597
6141,inmigrante,2177,0.597
2593,izquierda,2907,0.596
3303,involucrar,473,0.596
1204,reiterado,284,0.595
1290,publicitario,220,0.595
1604,incorporar,2268,0.595
1606,transposición,1050,0.595
1670,tarificación,110,0.595
2264,convencimiento,170,0.595
2388,razonable,3342,0.595
7576,cristiano,1919,0.595
10077,indecente,39,0.595
11654,incredulidad,39,0.595
12331,marciano,46,0.595
856,precedente,1104,0.594
5241,sorpresa,838,0.594
6719,nazi,402,0.594
9465,destinatario,124,0.594
11761,hooligan,32,0.594
12401,soledad,103,0.594
12892,mander,114,0.594
17567,desinfectante,32,0.594
630,acusar,947,0.593
1007,investidura,72,0.593
1326,constancia,84,0.593
3697,inspirar,752,0.593
4258,balsa,25,0.593
7099,vestíbulo,25,0.593
7788,ascenso,25,0.593
8192,automotriz,25,0.593
8828,secado,25,0.593
11359,171800,25,0.593
11663,introvertido,82,0.593
11814,vehemencia,25,0.593
13445,redactor,25,0.593
16517,phillip,25,0.593
16581,merluza,25,0.593
17205,parpadear,25,0.593
17339,api,25,0.593
20331,sachs,50,0.593
24819,futurista,25,0.593
8603,quincuagésimo,43,0.592
10741,autóctono,199,0.592
2880,ininteligible,18,0.591
3267,encuesta,777,0.591
4799,delor,18,0.591
5182,generosidad,399,0.591
8438,peer,18,0.591
9304,realizable,18,0.591
9318,epizootia,36,0.591
10803,marques,18,0.591
11150,corp,18,0.591
13876,incomparable,18,0.591
13886,anhelar,36,0.591
14099,masjádov,18,0.591
14923,arn,18,0.591
14977,sustracción,18,0.591
16775,abjasio,18,0.591
16799,60ª,18,0.591
17219,diatriba,18,0.591
18008,mística,18,0.591
19189,lápida,18,0.591
19814,guantánamo,697,0.591
26991,luminosidad,18,0.591
28821,nativista,18,0.591
5431,comparecencia,242,0.59
7663,difundido,47,0.59
2452,amanecer,58,0.589
5209,doler,105,0.589
7301,bolkenstein,69,0.589
8257,perfeccionamiento,29,0.589
9312,enfático,29,0.589
9823,recíprocamente,29,0.589
10049,migaja,29,0.589
11311,desistir,29,0.589
11552,demonizar,76,0.589
15288,subnacional,29,0.589
17491,tetera,29,0.589
1466,consideración,3437,0.588
3154,pie,919,0.588
3761,catastrófico,546,0.588
5620,acatar,78,0.588
6197,materialmente,40,0.588
8776,idealista,91,0.588
9865,neocolonial,40,0.588
11752,botín,40,0.588
19929,atlas,51,0.588
20640,yihadista,40,0.588
913,entonces,15183,0.587
8091,geoestratégico,190,0.587
8112,rafael,62,0.587
11520,cepo,73,0.587
13260,tubo,197,0.587
17308,eurócrata,62,0.587
20203,transdniéster,202,0.587
5040,escandalizar,22,0.586
5197,soportable,22,0.586
5220,calvario,22,0.586
6565,sermonear,33,0.586
6835,multidisciplinario,66,0.586
7688,alternancia,22,0.586
8453,esloveno,642,0.586
8841,sumisión,22,0.586
9003,antieuropeísta,22,0.586
9135,presagio,22,0.586
9580,andaluz,22,0.586
11031,jorge,55,0.586
11255,desgarrador,22,0.586
12780,carpa,44,0.586
13142,grosor,44,0.586
13261,canalización,33,0.586
15026,sturdy,66,0.586
16479,impago,22,0.586
16652,carnívoro,22,0.586
16917,sensual,22,0.586
19768,influenza,33,0.586
20677,alicia,22,0.586
22074,apicd,22,0.586
23443,grässle,22,0.586
23502,prerregistro,22,0.586
25728,letrina,22,0.586
607,hecho,30326,0.585
1447,laborista,452,0.585
1773,empleo,22496,0.585
4226,puñado,235,0.585
6971,ironía,237,0.585
8487,latente,81,0.585
15177,patriarcado,81,0.585
1834,exigente,434,0.584
3445,permitido,371,0.584
3696,inspiración,432,0.584
4061,desencadenado,37,0.584
4173,vencimiento,37,0.584
4414,pesidir,111,0.584
7282,usd,133,0.584
8426,pederastia,48,0.584
2392,agrícola,9327,0.583
2852,midlands,100,0.583
6616,reflejo,293,0.583
10473,troya,63,0.583
11305,peruano,63,0.583
3001,ignorar,2257,0.582
3948,inconsecuente,26,0.582
5325,meollo,26,0.582
6303,ancestral,67,0.582
6372,elle,41,0.582
10329,optimizado,26,0.582
14360,dybkjaer,26,0.582
14381,sa,26,0.582
14686,eurostar,26,0.582
16932,melancolía,26,0.582
19520,presidium,52,0.582
26065,superconductor,26,0.582
11,de,1510165,0.581
5520,chipriota,403,0.581
5716,espectro,425,0.581
11556,industrialización,97,0.581
17832,rabino,56,0.581
64,ver,39169,0.58
3413,supervisor,574,0.58
6569,póstumo,30,0.58
6817,odysseu,30,0.58
10278,acp - ue,60,0.58
11453,fecal,30,0.58
12202,institucionalizado,60,0.58
763,elección,8655,0.579
1639,tal,9234,0.579
2359,consolidar,1497,0.579
5440,ingresar,191,0.579
6947,invadir,243,0.579
10446,depositar,98,0.579
10951,inestimable,133,0.579
841,mesa,3310,0.578
5730,. . .,4589,0.578
12097,lapidación,139,0.578
13017,augurar,34,0.578
16053,enano,34,0.578
18113,biocido,34,0.578
1243,respaldo,1765,0.577
9561,martín,125,0.577
10602,neutralizar,72,0.577
165,diferente,18451,0.576
4801,lúcido,19,0.576
6043,salubridad,19,0.576
6455,natación,19,0.576
8148,tejedor,19,0.576
10815,cerner,19,0.576
11095,planeador,19,0.576
11345,comprensivo,38,0.576
12822,171600,19,0.576
14777,lira,57,0.576
15272,eufórico,19,0.576
15619,rastreo,19,0.576
17562,guinda,19,0.576
19712,espumoso,38,0.576
20936,moe,19,0.576
21713,nadador,38,0.576
774,brusela,5203,0.575
1212,tributario,329,0.575
1927,sensibilidad,897,0.575
2470,avalancha,70,0.575
3004,indiferencia,314,0.575
3665,astillero,497,0.575
6162,represión,1185,0.575
13048,santuario,65,0.575
13315,escáner,130,0.575
13923,asirio,61,0.575
1823,entrañar,119,0.574
4238,recluta,23,0.574
10920,abonado,46,0.574
11708,ahondar,23,0.574
12119,deportado,23,0.574
13949,intermediación,23,0.574
14069,pirómano,23,0.574
17963,fausto,23,0.574
18978,buzón,23,0.574
1923,indudablemente,403,0.573
1981,vincular,741,0.573
2984,pnb,281,0.573
3234,repartido,50,0.573
3578,ahorro,1671,0.573
3711,verde,6677,0.573
5672,telefónico,358,0.573
9459,secretismo,93,0.573
10648,condenable,50,0.573
10821,pedro,50,0.573
12183,currículo,50,0.573
12644,rack,73,0.573
14125,teherán,231,0.573
2152,prerrequisito,85,0.572
3757,desmontar,27,0.572
6300,impresionado,54,0.572
10092,lápiz,133,0.572
10109,rebelar,54,0.572
12399,negación,224,0.572
13591,reembolsable,27,0.572
14951,acechar,27,0.572
15317,paria,27,0.572
2736,balance,612,0.571
3069,descontrolado,83,0.571
5174,caparazón,31,0.571
7004,exótico,97,0.571
9935,coco,31,0.571
11516,elitista,62,0.571
11575,arquímed,31,0.571
11627,amber,97,0.571
19290,caimán,31,0.571
1479,fecha,4735,0.57
2348,2 000,186,0.57
16572,mm,74,0.57
26765,starbuck,35,0.57
340,guía,499,0.569
1062,originario,207,0.569
2200,climatológico,43,0.569
4989,turbulencia,186,0.569
5527,equipar,168,0.569
7508,ambigüedad,560,0.569
11797,eva,39,0.569
12118,islamista,199,0.569
13268,campeonato,199,0.569
3246,discapacidad,2130,0.568
3461,millón,30562,0.568
6067,oscilación,47,0.568
6346,alimentado,102,0.568
7292,revivir,90,0.568
18355,napoleón,47,0.568
251,demás,9187,0.567
