,words,amounts,entropies
38465,obs,12,0.679
38537,小菜蛾,12,0.679
38678,与其,24,0.679
38763,抗滑,12,0.679
39259,卡马乔,12,0.679
39790,ca,12,0.679
40077,同工酶,41,0.679
40230,vds,12,0.679
40629,多极,12,0.679
41011,ⅸ,12,0.679
42230,trans,12,0.679
43879,莫拉,12,0.679
45680,空肠,12,0.679
46123,抗裂,12,0.679
47001,帕尔梅,12,0.679
48737,铁木真,12,0.679
406,有助于,1646,0.678
857,癌,316,0.678
3664,机长,63,0.678
4227,乙酸,161,0.678
4483,友善,167,0.678
6068,浩瀚,29,0.678
7243,志向,29,0.678
7322,布,102,0.678
7531,巨人,146,0.678
9046,抹,29,0.678
9601,脱节,29,0.678
10772,购买者,114,0.678
13527,内疚,109,0.678
14184,郊外,29,0.678
14659,乳液,168,0.678
15664,杀虫剂,211,0.678
15703,奥地利,316,0.678
16508,高潮,97,0.678
16951,susan,75,0.678
19808,珊瑚礁,266,0.678
20777,外公,29,0.678
21093,煎,50,0.678
22570,高雅,29,0.678
26504,860,29,0.678
30643,线性化,97,0.678
31253,床头,29,0.678
37339,二磷酸,29,0.678
37802,地球化学,179,0.678
157,年,19932,0.677
2954,万能,17,0.677
3258,不了,269,0.677
3325,踩,34,0.677
3388,就业,1226,0.677
4374,缩略语,39,0.677
4416,宽阔,102,0.677
4746,锚杆,56,0.677
5360,撒尿,17,0.677
6300,室外,179,0.677
6308,适得其反,17,0.677
6810,自卫,44,0.677
7445,卵巢,242,0.677
7773,南方,673,0.677
7834,加大,34,0.677
8472,堂,17,0.677
8870,中共,17,0.677
9593,尽管如此,122,0.677
10441,威信,17,0.677
10776,稀释剂,22,0.677
11530,滴灌,34,0.677
12127,张艺谋,22,0.677
12284,桌面上,17,0.677
12327,做广告,83,0.677
13752,范尼,17,0.677
14011,性取向,34,0.677
14315,非常高兴,39,0.677
14890,噱头,17,0.677
15044,陶瓷材料,44,0.677
15342,免征,122,0.677
15550,发病率,164,0.677
15566,分枝杆菌,17,0.677
15733,香,17,0.677
15994,荷兰人,73,0.677
18332,依偎,17,0.677
18714,同源性,34,0.677
18725,模糊性,34,0.677
19080,知情,44,0.677
19375,车胎,22,0.677
20963,操纵杆,22,0.677
21052,进气口,17,0.677
21193,书包,17,0.677
21520,优柔寡断,22,0.677
22028,支离破碎,17,0.677
22065,avs,51,0.677
22091,改形,17,0.677
22571,雅致,17,0.677
23377,粮仓,22,0.677
23595,校准,100,0.677
24186,遮阳,17,0.677
24450,宗派,22,0.677
24920,雄激素,17,0.677
25092,濒临,17,0.677
25110,血液学,17,0.677
26139,费雪,17,0.677
26389,坐立不安,17,0.677
27334,海岛,17,0.677
29135,碧昂斯,17,0.677
30132,柏树,17,0.677
30198,对角,17,0.677
30415,铁丝网,17,0.677
30423,巴比,17,0.677
31789,商业银行,17,0.677
32065,托儿所,17,0.677
32211,工作日,51,0.677
33326,预付费,17,0.677
33438,中心化,17,0.677
34215,发散,17,0.677
34992,苏珊娜,22,0.677
35455,反射率,88,0.677
36551,乙状结肠,17,0.677
38176,委员长,22,0.677
38309,realnetworks,17,0.677
39016,珍珠岩,17,0.677
40033,多路径,17,0.677
40548,3800,17,0.677
40905,蛹,17,0.677
43697,盐渍化,17,0.677
43824,麦克纳马拉,22,0.677
47502,精胺,22,0.677
2556,造型,49,0.676
3026,法人,230,0.676
4989,手续,518,0.676
5408,躺,1060,0.676
5875,坐标轴,27,0.676
7987,哲学,1174,0.676
9391,剂,351,0.676
9949,对齐,49,0.676
9989,邮寄,113,0.676
12213,相撞,98,0.676
12632,欠妥,71,0.676
13956,国债,130,0.676
14953,湍流,113,0.676
17320,恭喜,71,0.676
19956,简,98,0.676
20286,杰弗里,54,0.676
23373,爬虫,27,0.676
23467,斡旋,27,0.676
25132,鳕鱼,27,0.676
33736,冬眠,27,0.676
34435,药理学,27,0.676
41247,庆大霉素,27,0.676
523,应,7036,0.675
1215,列出,840,0.675
3341,最新,2175,0.675
3739,圣人,74,0.675
4026,获胜,527,0.675
5738,主办,99,0.675
5986,旅程,802,0.675
8526,晚期,257,0.675
9921,人造,107,0.675
13034,直观,42,0.675
13053,精确度,116,0.675
15265,卵泡,32,0.675
20074,游说,79,0.675
20127,届满时,94,0.675
24265,100000,47,0.675
24894,乌克兰人,37,0.675
28822,nh4,32,0.675
29955,低效率,32,0.675
37063,9000,37,0.675
3133,气氛,403,0.674
3550,一倍,112,0.674
4043,门铃,77,0.674
4282,详细,1791,0.674
4488,创造者,148,0.674
9341,库存,283,0.674
10150,院士,77,0.674
19786,立法者,122,0.674
373,高中,997,0.673
1137,圆盘,110,0.673
1914,轰动,15,0.673
3514,接获,927,0.673
3686,避风塘,20,0.673
4636,民工,15,0.673
5086,脐带,45,0.673
5250,要素,759,0.673
5668,详尽,45,0.673
5941,入狱,25,0.673
6035,揭示,620,0.673
6776,伪,20,0.673
7037,气枪,25,0.673
7152,祈祷,728,0.673
7515,等价,45,0.673
8553,升级,953,0.673
9789,人体器官,15,0.673
10206,热切,15,0.673
10548,丹麦,375,0.673
10804,卫生巾,15,0.673
10846,长裤,25,0.673
11069,挪威人,20,0.673
11141,童贞,20,0.673
11252,陈曦,15,0.673
11321,濒临灭绝,25,0.673
11327,自动控制,20,0.673
11770,阿喀琉斯,15,0.673
12579,脚步,40,0.673
12992,粗心,20,0.673
13136,公民投票,30,0.673
13211,点亮,15,0.673
13252,迭代,219,0.673
13548,滚筒,30,0.673
13879,灯塔,145,0.673
13999,消融,50,0.673
14012,女人味,15,0.673
14428,drs,20,0.673
14683,长方形,70,0.673
14719,复性,15,0.673
15024,香喷喷,15,0.673
15129,轻巧,15,0.673
16426,轻柔,25,0.673
16466,中草药,15,0.673
16936,罂粟,35,0.673
16962,神经性,15,0.673
17040,子孙后代,15,0.673
17179,人手,15,0.673
17707,哄,15,0.673
18073,难以忘怀,15,0.673
18079,哈特曼,25,0.673
18176,超细粉,20,0.673
18616,女权主义,65,0.673
18787,坎农,15,0.673
19073,穆萨,40,0.673
19456,超微,15,0.673
19619,和蔼可亲,15,0.673
19625,高傲,15,0.673
19781,不成比例,15,0.673
20016,新鲜感,15,0.673
20133,第十,25,0.673
21257,麦克斯,30,0.673
21312,小事,20,0.673
22913,净光合,15,0.673
23313,无法解释,15,0.673
23414,填充物,15,0.673
23458,巴拉,15,0.673
23703,斯特拉,15,0.673
23857,灌肠,15,0.673
23997,东经,40,0.673
24685,溺死,20,0.673
24838,资产阶级,100,0.673
26617,亚述人,20,0.673
26709,姑息,15,0.673
27252,舍监,15,0.673
27483,半干旱,20,0.673
27533,龟,30,0.673
27799,命脉,20,0.673
28049,scholes,25,0.673
29201,前卫,15,0.673
29367,弯刀,20,0.673
30384,骨质,20,0.673
30448,维诺,15,0.673
32072,石窟,15,0.673
32205,相互依赖,20,0.673
32306,ims,25,0.673
32308,不经意,20,0.673
32723,阴险,15,0.673
32973,享乐主义,15,0.673
33441,留声机,35,0.673
33498,布雷,20,0.673
33632,多极化,15,0.673
33891,超然,15,0.673
34516,柯比,20,0.673
35273,劝勉,25,0.673
35363,分站,15,0.673
35395,阿拉贡,15,0.673
36173,爱马仕,15,0.673
36539,不育症,15,0.673
36670,狱卒,20,0.673
37506,休眠,30,0.673
39205,内酯,15,0.673
39799,脂质体,70,0.673
40080,afs,20,0.673
41244,多晶,15,0.673
41314,皂甙,15,0.673
41449,糖苷酶,20,0.673
41647,阿昔洛韦,15,0.673
41790,摆线,15,0.673
44874,众包,15,0.673
46213,sao2,20,0.673
48758,鼻甲,15,0.673
922,色,262,0.672
2690,亿,2325,0.672
5208,注射,951,0.672
5846,车祸,171,0.672
5961,犯,552,0.672
6072,相对论,121,0.672
7062,与会者,83,0.672
10767,恰恰相反,68,0.672
17112,卡罗尔,73,0.672
18617,女性主义,58,0.672
8,去,24469,0.671
1647,形成,4532,0.671
3144,机会,6901,0.671
3174,被控,562,0.671
4588,规模,1357,0.671
5999,付款,1696,0.671
6104,休息,1085,0.671
6318,交付,1243,0.671
9073,纤维,1695,0.671
9101,流,479,0.671
9292,铝制,53,0.671
10765,反义词,48,0.671
12073,库,191,0.671
15005,土豆,271,0.671
15351,蚯蚓,38,0.671
17730,焊缝,128,0.671
20404,蚊虫,53,0.671
20575,围巾,77,0.671
24997,架设,43,0.671
26759,汉堡包,76,0.671
28762,不便,53,0.671
31156,5,279,0.671
39481,关节镜,38,0.671
1820,相片,135,0.67
1890,胖,172,0.67
4790,元件,546,0.67
5212,移交,764,0.67
5448,稳定化,28,0.67
5771,过高,28,0.67
7501,羟色胺,28,0.67
7680,墨西哥人,61,0.67
8686,并未,33,0.67
9235,力学,273,0.67
9539,被盗,74,0.67
11666,耐受,28,0.67
11900,张贴,241,0.67
14783,下巴,193,0.67
15523,概念化,28,0.67
16896,嗜好,33,0.67
16922,特洛伊木马,937,0.67
18355,迷茫,28,0.67
18723,模棱两可,33,0.67
19948,腮红,28,0.67
19984,坡,33,0.67
20319,货舱,107,0.67
25017,镇痛,61,0.67
25691,防盗,28,0.67
29560,书目,33,0.67
31556,鹅卵石,33,0.67
32173,擦除,28,0.67
33065,无产阶级,56,0.67
37137,免疫抑制,28,0.67
39207,拉格朗,28,0.67
41075,残奥会,28,0.67
142,售卖,739,0.669
915,拟,312,0.669
2075,非洲人,215,0.669
3565,显得,404,0.669
3960,上面,742,0.669
4563,类别,921,0.669
5311,抽烟,205,0.669
5466,朝着,189,0.669
5647,试探,23,0.669
6597,渺小,23,0.669
7189,稀少,46,0.669
9278,知名度,23,0.669
10041,资深,309,0.669
10288,抄袭,23,0.669
13863,稳步,82,0.669
13939,副总裁,23,0.669
15286,因果,59,0.669
16767,连通性,23,0.669
17427,基板,23,0.669
19149,巴德,23,0.669
20515,戏弄,23,0.669
22882,食客,23,0.669
24276,驴,77,0.669
24495,神经递质,46,0.669
27167,武断,23,0.669
27643,货主,23,0.669
27895,陕西,23,0.669
31851,卡米洛,23,0.669
34196,马瑙斯,23,0.669
34417,kerberos,46,0.669
38142,里维拉,41,0.669
746,盖,182,0.668
1194,高,11835,0.668
1573,老子,18,0.668
2047,采样,221,0.668
2387,青睐,49,0.668
3464,杀害,565,0.668
3973,人群,923,0.668
4544,商品目录,18,0.668
5077,榴弹,18,0.668
5629,驾驶员,323,0.668
5896,偶而,18,0.668
5921,叛乱分子,49,0.668
7054,球拍,18,0.668
7306,在经济上,80,0.668
9229,粘胶,18,0.668
9628,雷电,68,0.668
9976,地震,2232,0.668
10079,供电,201,0.668
10421,比特,18,0.668
10503,专制主义,18,0.668
10750,干燥机,18,0.668
11182,援用,18,0.668
11289,绕开,18,0.668
13023,交叉口,72,0.668
13724,门廊,64,0.668
14018,减值,18,0.668
14033,舷梯,18,0.668
14951,默默,18,0.668
15553,欠缺,18,0.668
15659,喷涂,134,0.668
15807,手提式,36,0.668
16280,连贯性,18,0.668
18089,入院,18,0.668
18778,塞内加尔,97,0.668
19818,横切,18,0.668
20228,牲口,18,0.668
21270,剥蚀,18,0.668
21609,松下,18,0.668
23075,六十八条,18,0.668
24907,多肽,36,0.668
25255,虹膜,18,0.668
25266,父权制,18,0.668
26978,桃花,18,0.668
27396,绝经期,18,0.668
27827,专著,18,0.668
27886,眼花缭乱,18,0.668
27999,副业,18,0.668
28664,莱文,49,0.668
28764,汉娜,72,0.668
29163,六十九条,18,0.668
29256,情愿,18,0.668
29864,补正,18,0.668
30972,2900,18,0.668
31960,胃镜,18,0.668
32657,特拉,18,0.668
34324,海量,18,0.668
35426,so,18,0.668
37300,多党,18,0.668
39840,回填,18,0.668
42109,阿克曼,18,0.668
44815,自拍照,18,0.668
3615,墓穴,44,0.667
4794,病毒,2934,0.667
8017,殖民地,295,0.667
8611,山峰,93,0.667
9846,追捕,57,0.667
10927,最优,360,0.667
11277,晶粒,225,0.667
12656,克罗地亚,44,0.667
13278,僵尸,122,0.667
14771,驱散,44,0.667
15913,丙烯酸,91,0.667
17146,箭头,176,0.667
17167,厨师,337,0.667
18609,果酱,91,0.667
18731,督导员,44,0.667
21506,诺顿,57,0.667
28515,莫尔,31,0.667
28648,超导体,57,0.667
44919,穆尔西,101,0.667
396,八,409,0.666
855,增生症,13,0.666
1945,砸碎,13,0.666
3616,墓,39,0.666
4033,禅修,13,0.666
6157,jacobs,13,0.666
6681,紧握,13,0.666
6717,寻常,176,0.666
6857,湿透,47,0.666
8039,审计,1695,0.666
8588,繁茂,13,0.666
9966,求问,26,0.666
10743,掷,26,0.666
10962,丁,13,0.666
11078,库房,26,0.666
11163,贞洁,13,0.666
11798,掌舵,13,0.666
12377,大喊大叫,26,0.666
13081,疯人院,26,0.666
13108,号角,13,0.666
13156,适应力,13,0.666
13300,观光,60,0.666
13741,发短信,141,0.666
13849,秦钟,13,0.666
14213,轻浮,13,0.666
14429,刻意,26,0.666
14498,硬度,528,0.666
14524,十万元,47,0.666
14562,血红素,13,0.666
14926,大埔,13,0.666
15105,水道,99,0.666
15158,凌驾,13,0.666
15532,享乐,13,0.666
15589,偏袒,13,0.666
15753,皇马,13,0.666
16532,通勤,13,0.666
17949,氏族,13,0.666
18836,爬坡,13,0.666
19205,伸长,13,0.666
19260,后处理,13,0.666
19421,天敌,13,0.666
19561,病因学,13,0.666
20409,迷路,13,0.666
20766,西藏,130,0.666
20815,胃黏膜,13,0.666
21396,哈密顿,13,0.666
22293,垃圾场,13,0.666
23743,遍历,26,0.666
24208,芫荽,13,0.666
24377,吉本,13,0.666
24952,厌氧菌,13,0.666
24953,再循环,13,0.666
25156,攻城,13,0.666
25764,信使,26,0.666
25890,尊崇,13,0.666
26534,液化,151,0.666
27311,霸道,13,0.666
27583,偏执狂,13,0.666
27876,补偿性,13,0.666
28332,纸板,174,0.666
28366,手工艺,13,0.666
28541,晶莹,13,0.666
28645,不匀,13,0.666
28823,nhs,13,0.666
28847,灭活,13,0.666
29679,福田,13,0.666
29795,特利,13,0.666
30293,汇入,13,0.666
31098,赞颂,13,0.666
31274,荡妇,13,0.666
31376,苯环,13,0.666
31463,资历,13,0.666
31697,罗德尼,39,0.666
33962,蜘蛛网,13,0.666
34200,布巴,13,0.666
34225,6500,26,0.666
34300,图雷,13,0.666
34818,米塔尔,26,0.666
34877,蒙德,13,0.666
34898,虚开,13,0.666
35921,梅尔,13,0.666
36336,沉睡,13,0.666
36407,巴,13,0.666
36674,考利,13,0.666
36920,2300,26,0.666
36959,3400,13,0.666
37245,预算外,13,0.666
39085,微观经济,13,0.666
39318,校对,13,0.666
41657,克拉通,13,0.666
43504,多模,47,0.666
43774,科萨,13,0.666
44496,60000,13,0.666
47172,井上,13,0.666
1287,展览会,257,0.665
1571,欧亚大陆,42,0.665
1680,书写,501,0.665
5017,肚脐,21,0.665
6143,总裁,421,0.665
6767,麻醉药品,21,0.665
7578,飞行,1624,0.665
8030,喂养,194,0.665
11154,疫病,68,0.665
11190,多重,185,0.665
12839,水力发电,21,0.665
13166,大熊猫,63,0.665
13946,惊叹,34,0.665
16965,烟碱,21,0.665
17385,消毒剂,61,0.665
18978,十进制,34,0.665
19067,译码器,21,0.665
19218,轰击,34,0.665
19557,浸没,21,0.665
20748,磨床,34,0.665
21835,南极,186,0.665
22632,输液,34,0.665
25154,围困,42,0.665
25411,屈光,21,0.665
25625,讲故事,110,0.665
25758,3600,21,0.665
30402,胆管,21,0.665
31406,奏鸣曲,21,0.665
32403,军国主义,34,0.665
32621,基特,21,0.665
36707,螺杆菌,21,0.665
37503,复验,21,0.665
38959,凯恩斯主义,21,0.665
41641,葡聚糖,21,0.665
46174,lonworks,21,0.665
1115,匹配,931,0.664
1837,酵母,106,0.664
1876,储存,785,0.664
3086,税务,614,0.664
4180,表演,1001,0.664
5012,对面,145,0.664
5684,惊厥,29,0.664
7120,联合体,29,0.664
8798,谣言,174,0.664
8924,滑坡,167,0.664
8971,海浪,111,0.664
11047,使徒,106,0.664
11196,便捷,70,0.664
13277,可持续性,234,0.664
17535,包袱,50,0.664
24666,演绎,29,0.664
25111,神经节,29,0.664
28143,科,50,0.664
29421,杜鹃花,29,0.664
2487,停,518,0.663
3601,教会,1018,0.663
3802,纪念碑,251,0.663
5465,走向,222,0.663
5798,植入,114,0.663
7242,抱负,74,0.663
8095,调整,2606,0.663
8388,糖果,239,0.663
8622,同盟,103,0.663
9248,弹性模量,45,0.663
13673,内陆,146,0.663
15715,动植物,37,0.663
15848,赛马,37,0.663
17458,焊接,874,0.663
18859,弹道,61,0.663
25270,独创性,37,0.663
28111,解体,37,0.663
35738,车臣,37,0.663
39590,阳离子,37,0.663
1123,绳子,246,0.662
1913,挑起,24,0.662
2333,核准,548,0.662
2411,处分,77,0.662
2823,暗示着,32,0.662
5080,蒸发掉,24,0.662
5091,科德,24,0.662
5536,诱拐,16,0.662
6045,东,271,0.662
6316,狗屁,16,0.662
7138,祭品,40,0.662
7258,指称,319,0.662
8238,油菜,32,0.662
8761,戏曲,48,0.662
9039,泥巴,24,0.662
9198,催化裂化,16,0.662
9333,羊毛衫,24,0.662
9446,市政府,24,0.662
9942,国人,16,0.662
10199,郁闷,16,0.662
10287,剽窃,40,0.662
10609,污渍,56,0.662
10886,西姆斯,16,0.662
11651,作出反应,104,0.662
12011,文体,40,0.662
12062,韦氏,16,0.662
12326,手动,256,0.662
12531,适时地,16,0.662
12732,塞,24,0.662
12754,发泡,40,0.662
13052,精度,716,0.662
14186,城郊,16,0.662
14684,矩形,263,0.662
14957,超现实主义,16,0.662
15025,美味可口,16,0.662
15118,结识,16,0.662
15302,入侵者,165,0.662
15450,客气,16,0.662
15851,驼背,16,0.662
16161,排练,112,0.662
16530,敏锐地,16,0.662
17160,搁置,24,0.662
17191,大衣,109,0.662
17445,剥落,16,0.662
17501,人工制品,16,0.662
17646,糕点,64,0.662
18688,哮喘病,24,0.662
19554,抚摸,16,0.662
20465,复制本,16,0.662
20930,粥样,16,0.662
20961,娼妓,16,0.662
21572,eads,24,0.662
23088,戴蒙,16,0.662
23199,郑,24,0.662
23795,繁琐,16,0.662
24591,拱门,48,0.662
24840,术士,24,0.662
25514,莉,16,0.662
26025,二百三十,16,0.662
26155,雨季,16,0.662
27392,缺乏经验,24,0.662
27599,军械库,16,0.662
27666,芳烃,96,0.662
27970,棚架,32,0.662
28581,转世,16,0.662
28710,营养师,24,0.662
29108,消音器,16,0.662
30306,数字水印,16,0.662
30314,再融资,16,0.662
33328,炭化,24,0.662
35143,停职,24,0.662
35631,吉娜,16,0.662
36661,水鸟,16,0.662
37007,九广,16,0.662
37177,丹参,16,0.662
38301,1750,16,0.662
38382,眼科,24,0.662
38561,伊顿,16,0.662
41466,滤液,16,0.662
41619,基,24,0.662
41779,环孢菌素,16,0.662
41925,hepg2,32,0.662
42488,马瑟,16,0.662
6498,群岛,246,0.661
6878,篝火,131,0.661
12300,架空,75,0.661
14775,鬼,81,0.661
17698,字体,260,0.661
1181,增加,9324,0.66
1212,今后,596,0.66
1380,mrs,35,0.66
2460,理性,561,0.66
2674,真,621,0.66
3107,式,544,0.66
8108,根除,97,0.66
16512,前兆,97,0.66
17439,松散,170,0.66
18145,审问,35,0.66
22724,意粉,35,0.66
30663,塞万提斯,35,0.66
300,一杯,426,0.659
1406,骄傲,788,0.659
3698,碰到,130,0.659
4007,公顷,251,0.659
5305,高加索,27,0.659
7929,发明创造,92,0.659
8291,生态学,220,0.659
8871,共产主义,283,0.659
8962,神秘主义,27,0.659
9234,技工,27,0.659
9825,减压,183,0.659
10936,美化,89,0.659
11877,信纳,89,0.659
12180,进行谈判,100,0.659
12208,吞食,27,0.659
14856,导向,65,0.659
15959,围栏,128,0.659
18298,收养,81,0.659
18655,天文,162,0.659
19465,咬伤,27,0.659
19955,珍,27,0.659
20658,生物化学,119,0.659
23553,阵容,27,0.659
25818,极化,153,0.659
29485,夏洛克,27,0.659
31230,流化,27,0.659
40235,ga3,27,0.659
1093,试图,5842,0.658
2065,工具包,38,0.658
2515,深刻印象,19,0.658
2547,降温,95,0.658
2933,拥抱,419,0.658
4568,条款,2171,0.658
5409,位于,1158,0.658
5965,赌博,268,0.658
6793,基督徒,331,0.658
7356,衰败,19,0.658
7870,裸露,19,0.658
8269,蠕动,19,0.658
8984,愈合,329,0.658
9111,珠宝首饰,19,0.658
10143,投球,19,0.658
12202,鸡皮疙瘩,19,0.658
12243,紧接,168,0.658
12305,项,129,0.658
13539,玻利维亚,98,0.658
13900,汇报,19,0.658
14032,梯,19,0.658
14288,懒散,19,0.658
14380,避孕药,49,0.658
14940,大道,176,0.658
15234,描绘成,19,0.658
15392,枪手,128,0.658
15837,姚明,38,0.658
16396,非盈利,122,0.658
16725,可伸缩性,19,0.658
18641,窦房结,19,0.658
19974,地毯,419,0.658
20461,虚幻,19,0.658
20498,siemens,19,0.658
22268,青岛,19,0.658
23343,跛行,19,0.658
24136,土拨鼠,19,0.658
24674,横扫,19,0.658
25328,睡不着,19,0.658
25608,水彩画,19,0.658
28089,味精,19,0.658
28403,伊文思,19,0.658
33245,调解人,19,0.658
35075,缓刑,49,0.658
35983,abms,19,0.658
36538,不孕症,19,0.658
45796,mno2,19,0.658
46637,威拉,38,0.658
150,许多,13447,0.657
799,少,2125,0.657
863,鼻咽癌,30,0.657
1991,试样,153,0.657
3014,谢意,30,0.657
4806,禁欲,30,0.657
7011,定额,143,0.657
10341,保守主义,60,0.657
14972,较弱,71,0.657
15307,失明,134,0.657
17986,口渴,30,0.657
19461,咬,197,0.657
20577,丝巾,30,0.657
21899,ams,30,0.657
22031,豪华轿车,30,0.657
22486,醉汉,41,0.657
22924,绽放,41,0.657
24549,曾祖母,30,0.657
29296,储户,30,0.657
35730,多通道,41,0.657
46667,宽扎,67,0.657
6369,编写,473,0.656
6843,人人,382,0.656
7927,垄断,283,0.656
9897,德国人,195,0.656
12048,乐团,104,0.656
13265,革命家,52,0.656
18238,泥泞,52,0.656
24842,学徒,337,0.656
32718,inc,52,0.656
36951,rcs,72,0.656
544,寿命,1142,0.655
846,发生,10554,0.655
3157,收紧,55,0.655
4909,全国性,323,0.655
5517,模态,22,0.655
8072,撤回,742,0.655
9945,雏形,44,0.655
13544,圆柱,105,0.655
13885,银河系,162,0.655
13928,大块,22,0.655
14089,讲道,33,0.655
15066,蕃茄,22,0.655
15894,多种多样,22,0.655
16369,脑出血,33,0.655
16493,移栽,33,0.655
16538,不符,33,0.655
16743,拆迁,33,0.655
16881,镀镍,22,0.655
17281,概况,33,0.655
17673,领事,130,0.655
19252,墓园,33,0.655
20393,痢疾,44,0.655
20980,谢尔盖,22,0.655
23418,签注,22,0.655
25413,折射率,22,0.655
25442,萨克森,22,0.655
25505,撕碎,22,0.655
27803,冻伤,33,0.655
29244,骨科,22,0.655
29780,星舰,22,0.655
30866,摆弄,22,0.655
32353,灰泥,22,0.655
598,於,4846,0.654
1593,木料,97,0.654
2156,财富,1391,0.654
2472,疲惫不堪,36,0.654
2698,感冒,375,0.654
5291,老鼠,730,0.654
7901,粒径,252,0.654
8624,北约,61,0.654
10346,氢原子,47,0.654
13712,蜘蛛侠,47,0.654
21694,ⅴ,202,0.654
21708,托德,53,0.654
23861,改名,36,0.654
25162,未婚夫,36,0.654
38171,多式,47,0.654
41532,胶束,36,0.654
419,建国,53,0.653
1307,每月,869,0.653
2074,非洲,4728,0.653
3079,减排,58,0.653
3234,密切相关,25,0.653
4376,没关系,92,0.653
6744,冲击,872,0.653
7007,洪灾,53,0.653
7371,果肉,50,0.653
9320,渗碳,25,0.653
10008,催促,39,0.653
12810,邻接,39,0.653
12965,李,228,0.653
13316,爱尔兰人,25,0.653
13852,实业家,25,0.653
15086,橄榄,64,0.653
20949,紧缺,25,0.653
21804,杀虫,25,0.653
23618,开挖,133,0.653
26377,梅花鹿,25,0.653
27422,迷因,25,0.653
28706,涌现,25,0.653
29503,艾莉森,39,0.653
32294,看台,25,0.653
1870,绘画,603,0.652
3411,必不可少,179,0.652
3807,贾斯丁,14,0.652
4652,殷勤,14,0.652
4968,纪律,678,0.652
5497,屋里,14,0.652
5546,勾引,14,0.652
5806,短缺,426,0.652
7221,剃须刀,14,0.652
7871,全裸,14,0.652
8678,易,263,0.652
9608,艺术性,67,0.652
9696,活塞式,14,0.652
10043,毕业,967,0.652
10116,泰国人,14,0.652
10784,纸巾,14,0.652
10874,吸附器,14,0.652
11670,欺侮,14,0.652
13139,主办方,14,0.652
13153,集中化,14,0.652
13264,革命性,158,0.652
13290,人际交往,14,0.652
13292,万英镑,14,0.652
13493,怯懦,14,0.652
13797,筵席,28,0.652
14064,预示,14,0.652
15740,难以想象,14,0.652
16390,平价,14,0.652
16906,青椒,14,0.652
17484,翻腾,14,0.652
17542,美感,28,0.652
18790,消防队,14,0.652
18899,迪奥,28,0.652
19349,高速路,14,0.652
19667,地笑,14,0.652
19729,货币化,14,0.652
19963,易怒,14,0.652
19978,达斯,14,0.652
20593,地震学,14,0.652
20753,泰山,14,0.652
20975,自由职业,14,0.652
21208,克劳奇,14,0.652
22555,拆掉,14,0.652
22564,琳赛,14,0.652
22974,牢固,28,0.652
23192,930,14,0.652
23273,序幕,14,0.652
23620,挖孔,14,0.652
23688,马拉,14,0.652
24108,溪边,14,0.652
24231,菲尔德,14,0.652
25731,券,28,0.652
25742,鱼叉,14,0.652
25813,沙法,14,0.652
26586,家庭教师,14,0.652
27030,推广应用,14,0.652
28328,莫,14,0.652
29633,达赖喇嘛,14,0.652
30521,分馏,14,0.652
30670,卡姆,14,0.652
31845,任性,14,0.652
32215,马蹄铁,14,0.652
34280,莱姆,28,0.652
35005,琳娜,14,0.652
35505,修斯,14,0.652
36530,欠缴,14,0.652
36723,拉玛,14,0.652
36929,无理,14,0.652
37217,跨世纪,14,0.652
37388,酰胺,28,0.652
37881,坎迪斯,14,0.652
38304,根瘤菌,28,0.652
38924,巴拉巴,14,0.652
39287,dm2,14,0.652
42118,尿毒症,14,0.652
42143,默斯,14,0.652
42519,stirling,14,0.652
43168,幂,14,0.652
43878,亚健康,14,0.652
1678,写作,1199,0.651
2313,谜团,124,0.651
2888,生长,4099,0.651
3661,船长,1112,0.651
6514,编剧,59,0.651
8228,自尊,45,0.651
8285,罪孽,76,0.651
10299,文明,1027,0.651
10745,打扫,195,0.651
12187,公爵,45,0.651
14611,交换机,95,0.651
26126,囤积,45,0.651
27817,公鸡,59,0.651
3841,安葬,31,0.65
7539,巡航导弹,31,0.65
8479,压迫者,31,0.65
9348,经受,31,0.65
10327,管治,31,0.65
12466,战术,144,0.65
13501,自夸,48,0.65
13586,自治,329,0.65
16247,随便,31,0.65
17973,巴罗,48,0.65
20063,老龄化,31,0.65
21883,联锁,62,0.65
25580,茴香,31,0.65
29299,梯形,31,0.65
35458,尼加拉瓜,31,0.65
37200,铁素体,31,0.65
37222,希克斯,31,0.65
38306,加贝,62,0.65
42669,tio2,131,0.65
5436,钻探,193,0.649
5850,劝说,99,0.649
6156,雅各布,67,0.649
6262,反犹太,17,0.649
6551,逻辑,1595,0.649
7165,澡,68,0.649
7766,较差,99,0.649
7977,军火,17,0.649
8618,铜像,17,0.649
8963,药水,17,0.649
9051,蜂蜡,34,0.649
9077,耐久,17,0.649
9321,耐磨性,17,0.649
10751,干燥器,17,0.649
10957,振奋人心,17,0.649
11460,马尔克斯,17,0.649
12045,最大化,257,0.649
13656,往后,17,0.649
13899,国航,17,0.649
15540,jms,34,0.649
16338,隐约,17,0.649
16475,matthews,17,0.649
17494,数据表,17,0.649
18207,珠江三角洲,17,0.649
18898,奥林匹克运动会,34,0.649
19656,招呼,17,0.649
19854,阴郁,17,0.649
19902,磨机,17,0.649
19959,斗殴,17,0.649
20448,摩门教,17,0.649
20758,神仙,17,0.649
21348,食道,17,0.649
21423,纵向,168,0.649
22988,母体,17,0.649
23128,玩偶,54,0.649
