,words,amounts,entropies
4853,αρρώστια,26,0.645
9924,κατάλυμα,26,0.645
10777,κλάμα,26,0.645
12100,φωτοβολταϊκός,52,0.645
12189,λευχαιμία,52,0.645
1417,σιδηρόδρομος,441,0.644
2030,χρώμα,679,0.644
2376,επιτυχία,5712,0.644
3601,αφόρητος,61,0.644
4610,έδρανο,87,0.644
9493,τηλεφώνημα,29,0.644
10543,ρευστός,29,0.644
12669,παθιασμένος,72,0.644
1879,μίγμα,102,0.643
3135,τερματίζω,35,0.643
3322,αεπ,403,0.643
3689,σύνθεση,874,0.643
5540,οικειότητα,35,0.643
6497,χρέωση,231,0.643
7315,χόμπι,35,0.643
9139,εξομάλυνση,32,0.643
9711,κτηνωδία,35,0.643
10366,κωδικοποίηση,246,0.643
10668,αντιπυραυλικός,96,0.643
19450,wortmann,35,0.643
2560,εξαφανίζω,860,0.642
6672,επανένταξη,279,0.642
8827,προαναφερθείσα,41,0.642
9084,κωμικός,38,0.642
12926,πολύγλωσσος,38,0.642
14910,κακόβουλος,38,0.642
1876,μικτός,97,0.641
9478,woods,53,0.641
760,διασφαλίζω,13987,0.64
4394,σκανδαλώδης,305,0.64
14062,sturdy,62,0.64
62,καθώς,18589,0.639
2901,ανάκαμψη,597,0.639
3784,διαμαρτυρία,748,0.639
4870,διαγραφώ,172,0.639
5798,απόλυση,602,0.639
6279,δράστης,294,0.639
8708,βροχόπτωση,107,0.639
10172,πρωτάθλημα,89,0.639
100,συζήτηση,32977,0.638
764,παίρνω,4434,0.638
2252,διαφέρω,629,0.638
2377,επιτυχής,1462,0.638
2861,τοις,179,0.638
3353,ερμηνεύω,417,0.638
3511,φοβούμαι,1396,0.638
4175,επικαλώ,143,0.638
4969,κατάχρηση,1017,0.638
193,βομβάρω,15,0.637
651,κατηγορούμενο,21,0.637
1251,προκαλώ,4571,0.637
1844,δοχείο,15,0.637
1986,rack,57,0.637
3191,ανεπανόρθωτα,15,0.637
3199,6ου,18,0.637
3542,κατανέμω,126,0.637
3551,ανάπηρος,30,0.637
3635,τιμώρω,39,0.637
3714,επίμονος,124,0.637
4192,ημιτελής,18,0.637
5088,δότη,99,0.637
5719,υποκριτής,18,0.637
6087,λάτρης,15,0.637
6246,συμμαθητής,33,0.637
6321,αντιευρωπαίος,15,0.637
6473,πελάτη,156,0.637
6643,δανειοδότηση,36,0.637
6879,ιδεαλιστής,18,0.637
7236,ελεημοσύνη,15,0.637
7378,μεθοδικός,21,0.637
7477,προξενώ,15,0.637
7907,βαγόνι,27,0.637
8293,πτωτικός,18,0.637
8569,δευτερόλεπτος,27,0.637
8613,σάκχαρο,21,0.637
8926,μολούκα,15,0.637
8940,ινδονησία,57,0.637
8957,μελωδία,30,0.637
9235,κλάσμα,18,0.637
9551,ίντσα,21,0.637
9695,40 . 000,48,0.637
10124,μεγαλοποιώ,15,0.637
10149,επούλωση,24,0.637
10156,γρανάζιο,15,0.637
10698,τριάδα,21,0.637
11014,ωάριο,15,0.637
11041,ευρωκράτης,42,0.637
11096,μυελού,15,0.637
11251,θερμικός,45,0.637
11695,αποικίζω,15,0.637
11973,οπτικοακουστικός,42,0.637
12032,κοπέλα,75,0.637
12354,κοσοβάρος,18,0.637
12422,φέτα,15,0.637
12772,φωνώ,21,0.637
12785,πεζοδρόμιο,42,0.637
12830,οπλισμός,15,0.637
12868,αποκλιμάκωση,15,0.637
12962,αντίποινο,21,0.637
13259,ντρέπω,18,0.637
13642,συντ-κνομοθέτης,15,0.637
14003,πολυκομματικός,33,0.637
14068,παθόγωνος,18,0.637
14295,παράλογα,18,0.637
14402,μπαράκ,18,0.637
14523,ψηφιοποιώ,27,0.637
14693,καταπάτηση,15,0.637
15239,90 . 000,24,0.637
15400,κατμαντός,21,0.637
15474,μωσαϊκός,15,0.637
15692,ιερότητα,27,0.637
16910,μηχανοργάνωση,18,0.637
18256,mercedes,15,0.637
18724,πόζναν,21,0.637
19890,andrikien,30,0.637
20854,βότανας,15,0.637
21231,μπαχάι,15,0.637
22774,γκ,24,0.637
1324,καταλαβαίνω,3069,0.636
3109,τίποτε,1152,0.636
7867,αντικειμενικότητα,119,0.636
1317,προώθηση,4880,0.635
5356,εκδηλώνω,78,0.635
165,σπίτι,3239,0.634
1272,μετρώ,644,0.634
3974,κακό,109,0.634
8984,αθήνα,103,0.634
889,επαλήθευση,70,0.633
3180,ηπειρωτικός,134,0.633
7068,κοσμικός,143,0.633
1416,σιδηροδρομικός,1885,0.632
1959,ταχύτητα,1405,0.632
2018,αναμφίβολα,917,0.632
2413,προγραμματισμός,858,0.632
3305,επιχειρηματολογία,96,0.632
3516,επίσημων,121,0.632
5622,αθλητικός,608,0.632
5636,εμπλουτισμός,116,0.632
11069,καταθλιπτικός,49,0.632
12843,ασύμμετρος,113,0.632
14400,φωτογραφικός,58,0.632
1472,υπερασπίζω,1650,0.631
3177,υποβρύχιο,123,0.631
4842,παρέκκλιση,609,0.631
5732,ραβδί,46,0.631
12768,Ούγγρος,126,0.631
16592,μπράιαν,40,0.631
460,πρώτον,5500,0.63
867,συγκεχύω,34,0.63
958,εναρκτήριος,34,0.63
2561,χάνω,3452,0.63
4621,παραγνωρίζω,37,0.63
5642,χαλί,34,0.63
6170,αιτών,157,0.63
571,περιπτώσει,851,0.629
1466,ισότιμος,809,0.629
3739,ιταλούς,90,0.629
7183,παράνοηση,104,0.629
7476,ανευθυνότητα,127,0.629
10445,πέτρα,90,0.629
11645,τσιγάρα,93,0.629
13440,πονοκέφαλος,62,0.629
13666,flemming,65,0.629
1351,επαναλειτουργία,28,0.628
7699,βυθός,56,0.628
8241,υδραυλικός,28,0.628
10480,νεκρολογία,28,0.628
12312,καλοσύνη,59,0.628
13822,προεπιλογή,28,0.628
18188,ερντογάν,28,0.628
5526,οριστικοποίηση,50,0.627
8146,εγγενώς,50,0.627
8840,αφεντικά,25,0.627
12691,φcalan,100,0.627
16804,αλουμίνιο,25,0.627
5451,όνειδος,47,0.626
7641,τιμολόγηση,167,0.626
7785,βιολογικός,962,0.626
11832,δολοφόνος,72,0.626
1845,συσκευασία,173,0.625
2648,προσοδοφόρος,22,0.625
4863,αντικρουόμενος,41,0.625
5538,παρόμοια,265,0.625
5648,συνειδητής,22,0.625
7898,τεταμένος,22,0.625
9797,κυψέλη,41,0.625
11082,εκφοβίζω,44,0.625
12646,προκλητικά,22,0.625
13462,ενοικίαση,22,0.625
13499,φορητός,22,0.625
14889,αγενής,22,0.625
19658,βιοκτόνος,82,0.625
19826,ουιγούρος,22,0.625
22961,τασμανία,22,0.625
982,προετοιμασία,2151,0.624
1518,προσυπογράφω,215,0.624
2321,πόρος,10090,0.624
4432,τραπεζικός,1294,0.624
4529,κρυφής,101,0.624
4942,υπέρμετρα,19,0.624
5030,τελειοποιώ,57,0.624
5446,ουρά,79,0.624
6001,επιτηρώ,19,0.624
8433,κινητοποιώ,503,0.624
9130,καναδός,76,0.624
10872,ιωάννη,19,0.624
13338,800 . 000,19,0.624
14590,τεμελίν,19,0.624
15345,ποδήλατο,152,0.624
16534,μικροοικονομικός,19,0.624
2036,αυθεντικός,149,0.623
7735,μεγιστοποιώ,162,0.623
13393,θεατό,54,0.623
5120,κατάστημα,351,0.622
5323,80,754,0.622
7104,εκδημοκρατισμός,683,0.622
8683,κυνηγός,99,0.622
3364,διευρωπαϊκός,96,0.621
5172,οιωνός,16,0.621
6760,εύρυθμος,16,0.621
8928,μόλουκος,16,0.621
9021,αυτοσχέδιος,16,0.621
11428,απρόσωπος,16,0.621
11499,ταραγμένος,16,0.621
13101,ξυλοδαρμός,16,0.621
14484,κηδεμονία,16,0.621
16541,σερβιτόρος,16,0.621
16583,κρέμα,16,0.621
17757,13 . 000,16,0.621
18764,τζο,16,0.621
6779,συμμετοχικός,77,0.62
6962,δημοτικός,162,0.62
12022,νευρικός,171,0.62
14770,ουκρανός,77,0.62
221,μόνο,43097,0.619
1535,ζημί,229,0.619
2220,προχωρημένος,29,0.619
4659,απαγορευμένος,29,0.619
5137,εισαγγελία,58,0.619
5586,λογοκρίνω,29,0.619
9816,προσανατολισμένος,42,0.619
13392,θεατής,29,0.619
15776,αμπέλωνο,58,0.619
1521,όλο,1158,0.618
3695,εκλογικός,1245,0.618
7496,ονομαστικός,149,0.618
7722,πλημμύρα,641,0.618
8806,αμέτρητος,179,0.618
822,αντίστροφος,114,0.617
2459,αντιστέκμιζω,26,0.617
2704,αρχηγός,1979,0.617
4278,αφελής,179,0.617
5757,ορεινός,296,0.617
6117,σκληρής,26,0.617
6167,αιτός,39,0.617
6257,θρέφω,26,0.617
7576,μικροοργανισμός,65,0.617
8210,ανακολουθία,52,0.617
8267,κάπνισμα,471,0.617
8684,αδίστακτος,86,0.617
9245,κουβανός,101,0.617
11127,δάφνη,101,0.617
14592,επεμβατικός,26,0.617
16409,eads,26,0.617
18089,μετεκλογικός,39,0.617
641,επιτέλους,2415,0.616
6047,στρατολογώ,58,0.616
6767,πληγή,117,0.616
8010,αποθαρρύνω,272,0.616
8529,σοφός,124,0.616
15163,τριπλασιάζω,62,0.616
26,17ος,234,0.615
97,αποτελώ,32160,0.615
1688,ψάχνω,302,0.615
1812,κίνδυνος,10570,0.615
2629,χιονοστιβάδα,23,0.615
4526,κρυφός,92,0.615
5311,διπλάσιος,187,0.615
5488,σπανιότητα,23,0.615
6959,mko,23,0.615
8734,άφθονος,23,0.615
9038,εξωγής,23,0.615
10008,πορτοφόλι,23,0.615
12035,λιώσιμο,23,0.615
12324,δρ .,180,0.615
17008,λαγός,23,0.615
1176,διόρθωση,778,0.614
1611,βορειοανατολικός,89,0.614
1907,ένταση,968,0.614
3589,υποστώ,243,0.614
3791,14ος,135,0.614
4366,παγώνω,146,0.614
187,τηλεοπτικός,656,0.613
852,18ος,192,0.613
2769,συνάφεια,86,0.613
3892,τριάντα,321,0.613
4635,σκοτάδι,99,0.613
4682,διαιρεμένος,86,0.613
6790,μεταμόρφωση,125,0.613
12507,κληρονομικός,33,0.613
15758,ανεπίσημα,33,0.613
3160,αξιοπρεπή,239,0.612
3785,διαμαρτύρομαι,461,0.612
6478,μητρώο,103,0.612
12205,αναδάσωση,73,0.612
915,baron,20,0.611
4131,διαλέγω,170,0.611
4731,άτυχος,30,0.611
5226,θανατώνω,40,0.611
6304,προσλαβαίνω,30,0.611
6722,υποβιβάζω,20,0.611
6882,φύλο,1324,0.611
8083,τελετουργία,20,0.611
8975,διχοτόμηση,30,0.611
9100,στοιχειώδης,20,0.611
9138,ομαλοποίηση,20,0.611
9958,εξόφληση,20,0.611
10174,κυβερνοχώρος,20,0.611
11697,αποικισμός,20,0.611
11782,εναλλαγή,30,0.611
12236,απατηλός,30,0.611
12426,πολυτελής,30,0.611
13163,απήχηση,20,0.611
16054,απεμπλουτίζω,40,0.611
16702,80 . 000,20,0.611
16802,μποτιλιάρισμα,20,0.611
17550,μονάχικος,20,0.611
20733,λέστερ,30,0.611
321,κάτι,12435,0.61
3871,παραίτηση,342,0.61
10882,παππού,64,0.61
22,αναβάλλω,618,0.609
466,προθεσμία,1227,0.609
1020,εξωτερικό,916,0.609
2327,κατευθυντήριος,178,0.609
2584,πρόληψη,3796,0.609
3108,τίποτα,3747,0.609
3145,ισορροπώ,543,0.609
4419,θαρραλέας,195,0.609
4808,προορατικός,108,0.609
6576,ενδεικτικός,160,0.609
6591,4 . 000,59,0.609
6627,σούπερ,37,0.609
7814,φλάνδρα,37,0.609
9031,ακαμψία,37,0.609
10662,πυρομαχικά,37,0.609
15943,υπαινιγμός,37,0.609
191,βομβαρδισμός,290,0.608
1001,15ος,172,0.608
2496,εποικοδομητικά,219,0.608
2634,αναλογίζομαι,74,0.608
3501,οπωροκηπευτικό,138,0.608
3751,συνασπισμός,383,0.608
4488,βρυξέλλης,1550,0.608
4841,παρεκκλίνω,27,0.608
5227,πολυεθνικός,592,0.608
7751,υπεραλίευση,96,0.608
7809,εκπλήγω,85,0.608
8209,αναντιστοιχία,27,0.608
8424,ποδοσφαιριστής,64,0.608
11412,αδιαίρετος,64,0.608
11732,γρίφος,27,0.608
14468,wiersma,27,0.608
154,αύξηση,10499,0.607
2519,καθησυχάζω,291,0.607
3901,δεξιός,79,0.607
7903,απίστευτα,88,0.607
10552,ελκυστικός,373,0.607
11116,αφομοιώνω,44,0.607
1529,αιτία,2204,0.606
4063,επιλεκτικά,68,0.606
4075,επισήμανση,782,0.606
4292,επικοινωνώ,275,0.606
5671,κ . λ . π .,17,0.606
5906,σρέντηρ,17,0.606
7202,κυνισμός,103,0.606
7344,φύλαξη,17,0.606
7405,ανόμοιος,17,0.606
7570,αντικαταστάτης,17,0.606
7845,διερευνώ,609,0.606
8006,μηχανιστικός,17,0.606
9083,μαρτινίκα,17,0.606
9115,λεωφόρο,17,0.606
11357,φιλτράρισμα,17,0.606
12758,αλληλοσυνδεόμενος,17,0.606
12802,θαρραλέα,17,0.606
13249,εξομοιώνω,17,0.606
13539,ανυπαρξία,17,0.606
13858,σλοβένος,17,0.606
17362,σινεμό,17,0.606
17549,μοναχικός,17,0.606
17767,600 . 000,34,0.606
22819,αρχαιολόγος,17,0.606
2264,ενιαίος,6263,0.605
3834,φρικαλεότητα,75,0.605
4146,απαγόρευση,2921,0.605
11833,δολόφονο,41,0.605
1652,θρηνώ,24,0.604
1963,μακροχρόνιος,489,0.604
2963,ενθάρρυνση,636,0.604
3959,ενστερνίζω,24,0.604
5472,γλιστρώ,24,0.604
6131,ιδανικά,120,0.604
6929,επικαλύπτω,24,0.604
8717,πλύσιμο,24,0.604
11237,λάθρεμπορος,24,0.604
13587,γλυκιός,24,0.604
16578,διάρροια,24,0.604
619,συμβαίνω,9667,0.603
1003,δεκαπέντε,811,0.603
2243,ποσοτικός,370,0.603
2742,τέλει,241,0.603
2967,μονοπάτι,269,0.603
4327,διαπράττω,404,0.603
7086,υποθετικός,91,0.603
11079,ανήθικος,110,0.603
1031,έτοιμος,2446,0.602
1767,τεχνολογικός,2274,0.602
2386,δυσαρώ,31,0.602
2871,διευκολύνω,1962,0.602
3795,ασυμφωνία,38,0.602
4546,ξένος,1458,0.602
6472,πελάτης,653,0.602
6723,πιάτα,31,0.602
7418,στέγαση,31,0.602
12335,φιλίππινος,31,0.602
12406,αλλεργικός,38,0.602
602,περιβάλλον,14716,0.601
2022,προσπάθεια,14746,0.601
1537,ζημιά,632,0.6
1955,αντιδρώ,1340,0.6
4171,παιχνιδία,309,0.6
4408,νομιμότητα,1048,0.6
4911,ακραίος,99,0.6
5892,υπερασπιστής,198,0.6
6360,συμπάθεια,295,0.6
674,θάλασσα,3014,0.599
4921,κλοπή,120,0.599
306,συμβούλα,105,0.598
3173,τοποθεσία,354,0.598
3216,αζορά,49,0.598
3494,συνεχόμενος,21,0.598
4572,δραπετεύω,35,0.598
5693,προνομιακός,179,0.598
5720,υποκριτός,21,0.598
6039,διαδώνω,63,0.598
6332,θαρραλέος,21,0.598
7464,στίχος,21,0.598
7812,κατακερματίζω,70,0.598
8205,επαναξιολογώ,35,0.598
8284,άβολος,35,0.598
8554,καταπνίγω,28,0.598
8602,θαυματουργός,28,0.598
9834,κουράζω,111,0.598
9889,ακτινοβολώ,21,0.598
10460,άκυρος,21,0.598
11001,αρειανός,21,0.598
11098,σλοβένικος,21,0.598
11805,αναξίοπιστος,21,0.598
12540,ηλιόλουστος,21,0.598
16145,νήμα,21,0.598
16556,κινδυνολογία,21,0.598
19889,andrikienė,28,0.598
22701,αφηγητής,49,0.598
285,μορφή,4716,0.597
1263,αποχωρώ,241,0.597
1273,βασίζομαι,116,0.597
2854,κρίνω,765,0.597
5304,διαμεσολάβηση,207,0.597
8015,ιστότοπος,102,0.597
2534,έσοδος,381,0.596
3200,έκτον,60,0.596
3664,αντισταθμιστικός,207,0.596
12533,επανεγκατάσταση,263,0.596
775,διάσκεψη,5505,0.595
1600,ανανέωση,542,0.595
2492,αποκλεισμός,1844,0.595
8771,ευγενής,117,0.595
16011,επιρρεπής,46,0.595
1244,μήνυμα,5765,0.594
1946,γόνιμος,96,0.594
2432,μορφώνω,64,0.594
3057,τονώνω,174,0.594
3329,γρηγορά,167,0.594
5219,νάρκα,171,0.594
6176,υπερεθνικότητα,32,0.594
10353,εξειδικεύωμένος,32,0.594
16201,Υεμένη,57,0.594
623,πιο,27020,0.593
1063,φέρω,2712,0.593
4052,καταδίκα,50,0.593
4522,αρνώ,314,0.593
8729,αντίστροφα,25,0.593
9141,γκρι,25,0.593
11605,σκηνό,84,0.593
15022,1500,25,0.593
22599,υδατάνθρακας,25,0.593
22634,χρωματιστός,25,0.593
23406,λν,25,0.593
69,«,13406,0.592
2671,διαχείριση,7726,0.592
3956,αγκαλιάζω,111,0.592
4447,επιφανειακός,86,0.592
5497,γερμανός,545,0.592
7858,ουτοπικός,68,0.592
8965,σκηνικός,43,0.592
9149,αρμένιο,79,0.592
9303,αρχιτεκτονικός,61,0.592
9606,παπππούς,82,0.592
17772,λάγος,43,0.592
18606,προφορά,43,0.592
19102,βιοενέργεια,43,0.592
765,βρίσκω,8049,0.591
1057,τρόπος,23480,0.591
2469,αρρωστώ,18,0.591
2677,αγνοώ,1740,0.591
3411,έσχατος,18,0.591
4017,χάρη,2133,0.591
5803,μοιραία,18,0.591
6154,ανύπομονος,18,0.591
6835,επαρχιακός,18,0.591
7055,κηδεμόνας,18,0.591
7414,πυκνοκατοικημένος,18,0.591
8079,παρακρατώ,18,0.591
9329,μυστήριος,54,0.591
9827,χάλι,18,0.591
10267,επανεμφανίζω,18,0.591
10335,αδιάκοπος,18,0.591
10433,οργίζω,18,0.591
11366,γοητεύω,18,0.591
11947,Αράβος,18,0.591
13243,τυφώνη,18,0.591
13856,συνεισηγήτρια,18,0.591
13965,χρωστικός,18,0.591
14135,τυραννικός,18,0.591
15662,marin,18,0.591
16013,διαταράκτης,36,0.591
19730,εκατοστός,18,0.591
19739,ρομαντισμός,18,0.591
21858,φερόε,18,0.591
22519,παράλυτος,36,0.591
300,υποδεικνύω,354,0.59
1372,καταναλώνω,470,0.59
2598,κτηνοτρόφος,146,0.59
4915,δανία,358,0.59
79,πολίτης,26262,0.589
296,δέχομαι,3125,0.589
3066,ατομικά,196,0.589
4923,ανακαλώ,29,0.589
4945,berger,29,0.589
5991,ευπαθής,97,0.589
9916,εξαναγκασμός,29,0.589
10725,παντρεμένος,29,0.589
11201,σφάγειο,29,0.589
13257,ντρέπομαι,29,0.589
14643,χειρουργικός,29,0.589
751,εξόριστος,51,0.588
1238,μετριοπαθής,266,0.588
4238,ριζικός,243,0.588
9343,σφύριγμα,40,0.588
13564,σπονδυλικός,51,0.588
5580,παράπονο,197,0.587
8171,τυχερός,252,0.587
10400,γεύση,168,0.587
2604,αυγή,110,0.586
4569,ξεφύγω,135,0.586
7403,επιδίδω,33,0.586
8340,καλλιτεχνικός,290,0.586
8902,δυσφημώ,22,0.586
13848,νηπιαγωγείο,44,0.586
14054,300 . 000,44,0.586
21110,χημειοθεραπεία,44,0.586
22189,προσθετικός,22,0.586
1028,χρειάζομαι,18284,0.585
1551,αυτοκίνητο,3139,0.585
2720,βρετανία,786,0.585
5575,προεδρεύω,191,0.585
4755,σκοτία,37,0.584
6297,θαυμαστής,37,0.584
11824,κατασκοπείο,37,0.584
12349,αποκλίνων,48,0.584
13426,μαρακή,37,0.584
14056,προδίδω,37,0.584
16858,αφήγηση,118,0.584
17126,σιβηρία,74,0.584
2224,βεβαιότητα,344,0.583
4827,παραθυράκι,63,0.583
6075,τόνος,1153,0.583
9554,λόφος,63,0.583
1430,απαίτηση,5890,0.582
2830,γνωμοδοτικός,26,0.582
4122,βιβλίο,1205,0.582
4819,απολογώ,26,0.582
6217,λαιμός,93,0.582
6229,τραβή,26,0.582
6439,πολλαπλασιαστικό,41,0.582
6921,βόλτα,52,0.582
7618,σφαγιάζω,41,0.582
9387,παράπτωμα,26,0.582
22688,νευροδιαβιβαστής,26,0.582
912,ανακοίνωση,3914,0.581
4336,πράσινος,3172,0.581
758,φροντίζω,709,0.58
7006,προσέλευση,45,0.58
9705,απίθανος,248,0.58
1474,υποστηρίζω,11780,0.579
1838,5%,480,0.579
7331,εγγύτητα,94,0.579
669,πρόγραμμα,24998,0.578
1433,αναγκάζω,726,0.578
3704,κυριαρχία,970,0.578
8155,μεσολαβώ,34,0.578
10217,δέκτης,34,0.578
291,αν,64917,0.577
1867,αγοράζω,1664,0.577
3328,παρατηρητήριο,315,0.577
4540,έντεκα,243,0.577
7897,τεταμένω,64,0.577
9037,αλλοδαπός,151,0.577
1156,φορολόγηση,718,0.576
1733,χορηγώ,1327,0.576
3569,sanchez,19,0.576
4066,ένστικτος,19,0.576
8670,ανιχνεεθώ,19,0.576
10139,δαιμονοποιώ,38,0.576
10330,άλευρος,19,0.576
12921,διγλωσσία,19,0.576
13152,επευφημία,19,0.576
13715,νευρικότητα,19,0.576
14857,απρόσιτος,19,0.576
15659,ζελατίνη,19,0.576
20181,συντροπικότητα,19,0.576
22017,βούδα,19,0.576
5005,υπηρεσιακός,84,0.575
11520,ψύξη,42,0.575
13701,μεταπολεμικός,70,0.575
13988,έξυπνα,42,0.575
15009,μουσούλμανος,153,0.575
128,συνοπτικά,384,0.574
2277,οπωσδήποτε,425,0.574
4764,άλμα,147,0.574
5182,συντονιστικός,111,0.574
6262,πάθος,264,0.574
7782,ηχώ,23,0.574
9488,τηλέφωνο,406,0.574
11754,500 . 000,46,0.574
14792,ποντικός,23,0.574
16015,συμπεριφορικός,23,0.574
17266,αντίμετρο,23,0.574
1765,τεχνικά,658,0.573
3001,ποιοτικός,1056,0.573
4899,έγκυρος,77,0.573
9966,απορρόφηση,224,0.573
311,άρθρο,12151,0.572
3958,ασπάζομαι,27,0.572
4167,άλατο,27,0.572
4991,πλην,27,0.572
6945,άφθωδος,27,0.572
8347,ψυχαγωγία,27,0.572
9304,κλιμάκωση,230,0.572
9852,παλαιστίνιος,846,0.572
3192,δραματικός,480,0.571
6967,πακέτα,97,0.571
7401,επιδοτούμενος,62,0.571
2042,περίμενος,226,0.57
11765,σπέρνω,35,0.57
22738,ρομποτικός,74,0.57
780,θετικός,10528,0.569
1921,συμβούλω,39,0.569
4390,οδυνηρός,208,0.569
4626,υπόλογος,82,0.569
4722,προγραμματισμένος,78,0.569
7148,κλείσιμα,39,0.569
125,προς,21206,0.568
1425,γάδος,102,0.568
3756,σταδιακά,689,0.568
9813,60 . 000,47,0.568
1099,στηρίζω,7154,0.567
2059,συνάπτω,326,0.567
6676,μοιραίος,101,0.567
14602,απερχόμενος,55,0.567
537,ενέργεια,17086,0.566
1418,σιδηρόδρομα,607,0.566
2370,επιβλαβής,477,0.566
6172,σουήδα,247,0.566
8674,ιδιωτικοποίηση,574,0.566
103,επί,10652,0.565
197,λάνκα,91,0.565
1119,μέτρο,21758,0.565
3383,θεμελιώνω,88,0.565
2838,εξαρτώ,2927,0.564
3455,αξιοπιστία,2091,0.564
6633,περίφημος,200,0.563
194,βομβιστικός,28,0.562
1189,διεύθυνση,516,0.562
1855,παραδίνω,76,0.562
1967,σκεπτικός,24,0.562
3190,επιβαρυντικός,28,0.562
3492,ζήλι,32,0.562
4643,ξανασκέπτω,44,0.562
5629,ανθίζω,40,0.562
7313,χαριτωμένος,32,0.562
7365,ηττώμαι,28,0.562
8172,τυχερής,60,0.562
8482,υποχώρηση,76,0.562
9173,διττός,44,0.562
9806,μαχητός,20,0.562
9868,γιαγία,28,0.562
10098,συντηρητισμός,24,0.562
10295,βύθιση,24,0.562
10442,πέτρο,64,0.562
10844,βασίλεος,20,0.562
11458,καρλ,32,0.562
11717,παγετώνας,64,0.562
11803,ιδιωτικοποιώ,80,0.562
13721,αναδιοργανώνω,48,0.562
13985,γουϊνέας,40,0.562
14862,συσσωρευτής,20,0.562
15332,γυμναστήριο,28,0.562
15897,αδιαπέραστος,20,0.562
17457,αντεπίθεση,20,0.562
20798,έας,24,0.562
20895,προκαταχώριση,24,0.562
21400,arias,20,0.562
22872,τκ,24,0.562
329,έπειτα,1464,0.561
3961,εξοπλισμός,1381,0.561
2817,υπέρμετρος,85,0.56
2939,επεκτείνω,1853,0.56
4018,συνεννόηση,121,0.56
11992,haug,113,0.56
12653,ερυθραία,133,0.56
387,χρόνος,37073,0.559
1693,έξοχος,242,0.559
4567,κατασκευαστικός,259,0.559
7568,υποκατάσταση,116,0.559
1924,ενημερώνω,2246,0.558
2843,απαιτητικός,344,0.558
6040,διαδόδω,61,0.558
7770,αμετάβλητος,150,0.558
1627,σπασμένος,53,0.557
2696,εξαιρίσσω,57,0.557
2779,διευθυντής,949,0.557
3860,ανοχή,511,0.557
5426,υποτιμώ,528,0.557
7811,κατακερματισμένος,49,0.557
8605,σχετικότητα,49,0.557
794,επιτροπή,129418,0.556
1621,εκτείνω,135,0.556
3505,τυπικά,82,0.556
3973,μάστιγα,214,0.556
1137,διατεθειμένος,325,0.555
2300,σαράντα,226,0.555
7924,εποικισμός,101,0.555
9578,αδελφότητα,37,0.555
18651,υπερδνειστερία,115,0.555
4811,ενεργά,1121,0.554
5718,υποκριτικά,33,0.554
5790,οργάνω,70,0.554
6102,ψευδός,62,0.554
9376,ηθικά,103,0.554
13681,διάμετρο,33,0.554
15844,πρόγονος,117,0.554
6138,συμπτωματικά,62,0.553
9628,εκεχειρία,29,0.553
10576,εκπληκτικά,29,0.553
11264,κορεάτας,29,0.553
13301,διέγερση,29,0.553
19324,ζωολογικός,29,0.553
2607,πολυλειτουργικός,54,0.552
2739,επιστρέφω,1585,0.552
5914,πώληση,1433,0.552
12766,ούγγρος,253,0.552
35,άλλος,56986,0.551
2129,θερμοκρασία,627,0.551
3957,ενστερνίζομαι,25,0.551
4476,αξιοσέβαστος,25,0.551
8014,ιστοσελίδα,434,0.551
8248,ποικιλόμορφος,25,0.551
9001,αποστρατιωτικοποίηση,25,0.551
10369,έμπειρος,25,0.551
11615,πακιστανός,25,0.551
12011,αναδιάταξη,25,0.551
17326,στιούαρτ,25,0.551
18307,μουτζαχεντίν,25,0.551
7296,εορτάζω,172,0.55
7381,προφορικά,46,0.55
65,βλέπω,17286,0.549
1332,αιτιολόγηση,1128,0.549
1697,τραγικός,1154,0.549
1722,φυσιολογικός,693,0.549
2805,απόκεντρος,42,0.549
4992,εφαρμοσιμότητα,21,0.549
5789,οργανωμένος,1810,0.549
6233,πιάζω,21,0.549
6414,εκδιώκω,21,0.549
8101,αλκοολισμός,63,0.549
8995,χκαε,21,0.549
9474,ομαδικός,63,0.549
11831,δολόφονος,42,0.549
12463,ετε,21,0.549
13673,νοθεία,21,0.549
15157,σφετερίζω,21,0.549
15638,αποστρατικοποίηση,21,0.549
19731,εκατοστό,21,0.549
20488,δάρβινο,21,0.549
985,προετοιμασμένος,404,0.548
1174,ευθύνομαι,384,0.548
4049,μηχάνημα,417,0.548
4804,αφοσιωμένος,59,0.548
5807,ηλικιώνω,59,0.548
9366,σπανίως,101,0.548
10514,υλικοτεχνικός,80,0.548
3064,ξεχωριστά,228,0.547
4817,ενορχηστρώνω,38,0.547
6205,συνειδητός,55,0.547
6361,συλλυπητήρια,127,0.547
7015,στρατός,1180,0.547
7278,3 . 000,88,0.547
10108,συνεργός,38,0.547
13437,παντελόνι,38,0.547
15477,σκάλος,38,0.547
3021,υποκατάστημα,34,0.546
4465,φαύλος,51,0.546
8607,σκόνη,174,0.546
11239,απροστάτευτος,34,0.546
4215,γενετικός,707,0.545
4538,11ος,687,0.545
9009,poos,64,0.545
9283,χειραφέτηση,81,0.545
1052,πρωτός,261,0.544
3294,βιωσιμότητα,1396,0.544
5589,ρητορικός,77,0.544
6468,τακτική,107,0.544
6674,κατακρίνω,47,0.544
18891,κουνούπι,77,0.544
1169,εργατικός,1083,0.543
1813,κινδυνεύω,332,0.543
